# MEAN_SAMPLE_SIZE = 42038
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:mikkelsen_...10        SET       6     -0.26486   -0.0047475      0.30558      0.80695 Curated_gene_sets:mikkelsen_es_lcp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:mikkelsen_...29        SET     327      0.06244    0.0081912     0.054122      0.12432 Curated_gene_sets:mikkelsen_npc_hcp_with_h3k27me3
Curated_gene_sets:mikkelsen_...30        SET     197     0.013014    0.0013298     0.066507      0.42243 Curated_gene_sets:mikkelsen_npc_hcp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:mikkelsen_...31        SET      12     0.029047   0.00073622      0.26076      0.45565 Curated_gene_sets:mikkelsen_npc_icp_with_h3k27me3
Curated_gene_sets:mikkelsen_...32        SET     405    0.0061163   0.00089106     0.042622      0.44295 Curated_gene_sets:mikkelsen_npc_icp_with_h3k4me3
Curated_gene_sets:mikkelsen_...34        SET       8      0.12542    0.0025958       0.2786      0.32629 Curated_gene_sets:mikkelsen_npc_with_lcp_h3k27me3
Curated_gene_sets:mikkelsen_...33        SET      58      0.17469    0.0097218      0.11579     0.065701 Curated_gene_sets:mikkelsen_npc_lcp_with_h3k4me3
Curated_gene_sets:mikkelsen_...24        SET     563      0.12429     0.021256     0.040185   0.00099249 Curated_gene_sets:mikkelsen_mef_hcp_with_h3k27me3
Curated_gene_sets:mikkelsen_...23        SET     190   -0.0045942  -0.00046112     0.066733      0.52744 Curated_gene_sets:mikkelsen_mef_hcp_with_h3_unmethylated
Curated_gene_sets:yao_tempor...1         SET      66     -0.11494   -0.0068221      0.10616      0.86052 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_0
Curated_gene_sets:yao_tempor...2         SET      64     -0.13122   -0.0076701      0.11607      0.87087 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_1
Curated_gene_sets:yao_tempor...11        SET      50      0.02352    0.0012156      0.12599      0.42595 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_2
Curated_gene_sets:yao_tempor...12        SET      13     -0.31525   -0.0083163      0.24981      0.89651 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_3
Curated_gene_sets:yao_tempor...13        SET      14      0.05381     0.001473       0.2116      0.39964 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_4
Curated_gene_sets:yao_tempor...14        SET      28     0.053545    0.0020722       0.1852      0.38625 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_5
Curated_gene_sets:yao_tempor...15        SET      69     0.027926    0.0016947      0.10969      0.39953 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_6
Curated_gene_sets:yao_tempor...16        SET      64    -0.014599  -0.00085331      0.10353      0.55607 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_7
Curated_gene_sets:yao_tempor...17        SET      47      0.15135    0.0075847      0.13692      0.13451 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_8
Curated_gene_sets:yao_tempor...18        SET      69      -0.2006    -0.012173      0.09799      0.97967 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_9
Curated_gene_sets:yao_tempor...3         SET      67      0.19621     0.011734      0.10354      0.02905 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_10
Curated_gene_sets:yao_tempor...4         SET      95    -0.052192   -0.0037137     0.086313       0.7273 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_11
Curated_gene_sets:yao_tempor...5         SET      69      0.17923     0.010877     0.097443      0.03294 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_12
Curated_gene_sets:yao_tempor...6         SET     158    -0.023402   -0.0021438     0.067219      0.63613 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_13
Curated_gene_sets:yao_tempor...7         SET     134     -0.01605   -0.0013549     0.070633      0.58987 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_14
Curated_gene_sets:yao_tempor...8         SET      31    0.0059925   0.00024399       0.1396      0.48288 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_15
Curated_gene_sets:yao_tempor...9         SET      69     0.060513    0.0036721      0.10569      0.28347 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_16
Curated_gene_sets:yao_tempor...10        SET     175     0.074887    0.0072166     0.061855      0.11302 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_17
Curated_gene_sets:sengupta_e...          SET     137      0.13859     0.011829     0.073457      0.02961 Curated_gene_sets:sengupta_ebna1_anticorrelated
Curated_gene_sets:yih_respon...5         SET       9      0.19387    0.0042559      0.31397      0.26846 Curated_gene_sets:yih_response_to_arsenite_c5
Curated_gene_sets:mootha_pyr             SET       6      0.34684     0.006217      0.33111      0.14744 Curated_gene_sets:mootha_pyr
Curated_gene_sets:mootha_ffa...          SET      22    -0.069074   -0.0023699      0.16517       0.6621 Curated_gene_sets:mootha_ffa_oxydation
Curated_gene_sets:mootha_glu...          SET      29      0.11838    0.0046622       0.1554      0.22311 Curated_gene_sets:mootha_gluconeogenesis
Curated_gene_sets:mootha_gly...1         SET      19    -0.065344   -0.0020836      0.19398      0.63189 Curated_gene_sets:mootha_glycogen_metabolism
Curated_gene_sets:mootha_gly...2         SET      19      0.23534     0.007504       0.1958      0.11471 Curated_gene_sets:mootha_glycolysis
Curated_gene_sets:ly_aging_o...2         SET       6      0.13687    0.0024535      0.37674      0.35819 Curated_gene_sets:ly_aging_old_up
Curated_gene_sets:nakamura_a...2         SET      58      0.22018     0.012254      0.13208     0.047762 Curated_gene_sets:nakamura_adipogenesis_early_up
Curated_gene_sets:nakamura_a...1         SET      36    -0.060902   -0.0026719      0.15159      0.65607 Curated_gene_sets:nakamura_adipogenesis_early_dn
Curated_gene_sets:nakamura_a...4         SET      94   -0.0035809  -0.00025346     0.092558      0.51543 Curated_gene_sets:nakamura_adipogenesis_late_up
Curated_gene_sets:nakamura_a...3         SET      35      -0.0542   -0.0023447      0.15536       0.6364 Curated_gene_sets:nakamura_adipogenesis_late_dn
Curated_gene_sets:rampon_enr...1         SET      10     0.087134    0.0020161      0.28777      0.38103 Curated_gene_sets:rampon_enriched_learning_environment_early_dn
Curated_gene_sets:verrecchia...8         SET       5     0.097294    0.0015921      0.41841      0.40806 Curated_gene_sets:verrecchia_response_to_tgfb1_c6
Curated_gene_sets:baus_tff2_...2         SET      29     -0.17593   -0.0069288       0.1484      0.88209 Curated_gene_sets:baus_tff2_targets_up
Curated_gene_sets:baus_tff2_...1         SET      11     -0.27853   -0.0067591      0.26057      0.85744 Curated_gene_sets:baus_tff2_targets_dn
Curated_gene_sets:kamminga_s...          SET      38    -0.086074   -0.0038795       0.1578      0.70728 Curated_gene_sets:kamminga_senescence
Curated_gene_sets:ho_liver_c...          SET      12      0.50913     0.012904      0.27504     0.032086 Curated_gene_sets:ho_liver_cancer_vascular_invasion
Curated_gene_sets:gerhold_re...2         SET       5     -0.15898   -0.0026015      0.41889      0.64785 Curated_gene_sets:gerhold_response_to_tzd_up
Curated_gene_sets:gerhold_re...1         SET      10     0.034592    0.0008004      0.31431      0.45618 Curated_gene_sets:gerhold_response_to_tzd_dn
Curated_gene_sets:mariadason...3         SET       6      0.20833    0.0037343       0.3709      0.28717 Curated_gene_sets:mariadason_response_to_butyrate_curcumin_sulindac_tsa_1
Curated_gene_sets:mariadason...4         SET       7    -0.021901  -0.00042402      0.26918      0.53242 Curated_gene_sets:mariadason_response_to_butyrate_curcumin_sulindac_tsa_2
Curated_gene_sets:murakami_u...2         SET      14    -0.091992   -0.0025183      0.21668      0.66441 Curated_gene_sets:murakami_uv_response_1hr_up
Curated_gene_sets:murakami_u...1         SET      10    -0.058338   -0.0013498      0.26749      0.58632 Curated_gene_sets:murakami_uv_response_1hr_dn
Curated_gene_sets:kyng_respo...4         SET      38     0.099595    0.0044889       0.1315      0.22441 Curated_gene_sets:kyng_response_to_h2o2_via_ercc6_up
Curated_gene_sets:kyng_respo...3         SET      39     0.082068    0.0037472      0.13646      0.27378 Curated_gene_sets:kyng_response_to_h2o2_via_ercc6_dn
Curated_gene_sets:visala_agi...2         SET       7    -0.018572  -0.00035957      0.41905      0.51768 Curated_gene_sets:visala_aging_lymphocyte_up
Curated_gene_sets:dazard_uv_...7         SET      11      0.12329    0.0029918      0.21785      0.28573 Curated_gene_sets:dazard_uv_response_cluster_g5
Curated_gene_sets:dazard_uv_...3         SET      21     -0.23105   -0.0077449      0.19173       0.8859 Curated_gene_sets:dazard_uv_response_cluster_g24
Curated_gene_sets:dazard_uv_...4         SET      18    -0.086352   -0.0026801      0.22542      0.64916 Curated_gene_sets:dazard_uv_response_cluster_g28
Curated_gene_sets:ruan_respo...5         SET      15    -0.079002   -0.0022385      0.22534      0.63705 Curated_gene_sets:ruan_response_to_troglitazone_dn
Curated_gene_sets:dasu_il6_s...4         SET      58      0.01775   0.00098783       0.1088       0.4352 Curated_gene_sets:dasu_il6_signaling_up
Curated_gene_sets:dasu_il6_s...1         SET       7     -0.24384    -0.004721      0.38134      0.73873 Curated_gene_sets:dasu_il6_signaling_dn
Curated_gene_sets:bandres_re...5         SET       9     -0.25037    -0.005496      0.34877      0.76357 Curated_gene_sets:bandres_response_to_carmustin_without_mgmt_24hr_dn
Curated_gene_sets:bandres_re...2         SET       8      0.07399    0.0015314      0.30878      0.40531 Curated_gene_sets:bandres_response_to_carmustin_mgmt_24hr_up
Curated_gene_sets:hoffman_cl...2         SET      10      -0.3202   -0.0074091      0.31845      0.84267 Curated_gene_sets:hoffman_clock_targets_up
Curated_gene_sets:hoffman_cl...1         SET      10      0.31719    0.0073393      0.32962      0.16796 Curated_gene_sets:hoffman_clock_targets_dn
Curated_gene_sets:whitfield_...4         SET      42    -0.068962   -0.0032674       0.1274      0.70585 Curated_gene_sets:whitfield_cell_cycle_literature
Curated_gene_sets:jiang_hypo...3         SET      18      0.40911     0.012697      0.19091     0.016065 Curated_gene_sets:jiang_hypoxia_via_vhl
Curated_gene_sets:wu_apoptos...2         SET      51      -0.1286   -0.0067123      0.12132      0.85542 Curated_gene_sets:wu_apoptosis_by_cdkn1a_via_tp53
Curated_gene_sets:wu_apoptos...1         SET      11      0.24326    0.0059033      0.28423      0.19604 Curated_gene_sets:wu_apoptosis_by_cdkn1a_not_via_tp53
Curated_gene_sets:ongusaha_b...2         SET      11     -0.31103   -0.0075479      0.24803      0.89507 Curated_gene_sets:ongusaha_brca1_targets_up
Curated_gene_sets:ongusaha_b...1         SET      11      0.15535    0.0037699      0.25949       0.2747 Curated_gene_sets:ongusaha_brca1_targets_dn
Curated_gene_sets:sasson_res...4         SET      79      0.15264    0.0099086      0.10122     0.065791 Curated_gene_sets:sasson_response_to_gonadotrophins_up
Curated_gene_sets:sasson_res...3         SET      87    -0.070734   -0.0048175     0.095752      0.76996 Curated_gene_sets:sasson_response_to_gonadotrophins_dn
Curated_gene_sets:sasson_res...2         SET      81      0.13205    0.0086795     0.099673     0.092619 Curated_gene_sets:sasson_response_to_forskolin_up
Curated_gene_sets:sasson_res...1         SET      86    -0.065734   -0.0044513     0.094176       0.7574 Curated_gene_sets:sasson_response_to_forskolin_dn
Curated_gene_sets:bae_brca1_...2         SET      67     0.061121    0.0036551      0.10826      0.28618 Curated_gene_sets:bae_brca1_targets_up
Curated_gene_sets:bae_brca1_...1         SET      30    -0.065659     -0.00263      0.18203      0.64084 Curated_gene_sets:bae_brca1_targets_dn
Curated_gene_sets:browne_hcm...20        SET      49      0.27739     0.014193      0.13046     0.016749 Curated_gene_sets:browne_hcmv_infection_30min_up
Curated_gene_sets:browne_hcm...19        SET     132    -0.029077   -0.0024364     0.077174      0.64683 Curated_gene_sets:browne_hcmv_infection_30min_dn
Curated_gene_sets:browne_hcm...12        SET      50      0.12333    0.0063742      0.12645      0.16471 Curated_gene_sets:browne_hcmv_infection_1hr_up
Curated_gene_sets:browne_hcm...11        SET     192     0.068378    0.0068988     0.062871      0.13839 Curated_gene_sets:browne_hcmv_infection_1hr_dn
Curated_gene_sets:browne_hcm...18        SET      34     -0.22716   -0.0096856      0.16708      0.91301 Curated_gene_sets:browne_hcmv_infection_2hr_up
Curated_gene_sets:browne_hcm...17        SET      48       -0.118   -0.0059759      0.11695       0.8435 Curated_gene_sets:browne_hcmv_infection_2hr_dn
Curated_gene_sets:browne_hcm...24        SET      50      0.14517    0.0075029      0.12335      0.11962 Curated_gene_sets:browne_hcmv_infection_4hr_up
Curated_gene_sets:browne_hcm...23        SET     240   0.00047878   5.3936e-05     0.059171      0.49677 Curated_gene_sets:browne_hcmv_infection_4hr_dn
Curated_gene_sets:whitfield_...1         SET     120    -0.005807  -0.00046408     0.077959      0.52969 Curated_gene_sets:whitfield_cell_cycle_g1_s
Curated_gene_sets:whitfield_...6         SET     147    -0.034016   -0.0030066     0.070113      0.68622 Curated_gene_sets:whitfield_cell_cycle_s
Curated_gene_sets:whitfield_...2         SET     159    -0.031428   -0.0028881     0.068106      0.67777 Curated_gene_sets:whitfield_cell_cycle_g2
Curated_gene_sets:whitfield_...3         SET     196     0.087009    0.0088685     0.062356     0.081463 Curated_gene_sets:whitfield_cell_cycle_g2_m
Curated_gene_sets:whitfield_...5         SET     123    -0.054795   -0.0044331     0.080945      0.75077 Curated_gene_sets:whitfield_cell_cycle_m_g1
Curated_gene_sets:raghavacha...          SET      64    -0.073774   -0.0043122      0.11673      0.73631 Curated_gene_sets:raghavachari_platelet_specific_genes
Curated_gene_sets:karlsson_t...2         SET     113     0.075191    0.0058323     0.082337      0.18057 Curated_gene_sets:karlsson_tgfb1_targets_up
Curated_gene_sets:karlsson_t...1         SET     184     -0.02378   -0.0023492     0.062712      0.64773 Curated_gene_sets:karlsson_tgfb1_targets_dn
Curated_gene_sets:wang_metas...3         SET      22    -0.072905   -0.0025013      0.19141      0.64835 Curated_gene_sets:wang_metastasis_of_breast_cancer_esr1_up
Curated_gene_sets:wang_metas...2         SET      29     -0.19719   -0.0077658      0.15445      0.89913 Curated_gene_sets:wang_metastasis_of_breast_cancer_esr1_dn
Curated_gene_sets:wang_metas...1         SET      13      0.24127    0.0063648      0.27893      0.19353 Curated_gene_sets:wang_metastasis_of_breast_cancer
Curated_gene_sets:li_induced...2         SET     285    -0.048251   -0.0059162     0.051932      0.82358 Curated_gene_sets:li_induced_t_to_natural_killer_up
Curated_gene_sets:li_induced...1         SET     131   -0.0021295  -0.00017776     0.077496      0.51096 Curated_gene_sets:li_induced_t_to_natural_killer_dn
Curated_gene_sets:noushmehr_...3         SET       9     0.034408   0.00075531       0.3164       0.4567 Curated_gene_sets:noushmehr_gbm_somatic_mutated
Curated_gene_sets:noushmehr_...1         SET       7      0.35032    0.0067825      0.37337      0.17406 Curated_gene_sets:noushmehr_gbm_germline_mutated
Curated_gene_sets:noushmehr_...2         SET      50     -0.16169   -0.0083566      0.13263      0.88859 Curated_gene_sets:noushmehr_gbm_silenced_by_methylation
Curated_gene_sets:kamikubo_m...1         SET      25      0.20929    0.0076539      0.19403      0.14037 Curated_gene_sets:kamikubo_myeloid_cebpa_network
Curated_gene_sets:kamikubo_m...2         SET      16      0.23774    0.0069572      0.21913      0.13898 Curated_gene_sets:kamikubo_myeloid_mn1_network
Curated_gene_sets:martens_bo...          SET     438    -0.013335   -0.0020185     0.042685      0.62263 Curated_gene_sets:martens_bound_by_pml_rara_fusion
Curated_gene_sets:martens_tr...2         SET     783    -0.018253   -0.0036589     0.032227      0.71443 Curated_gene_sets:martens_tretinoin_response_up
Curated_gene_sets:martens_tr...1         SET     736     0.052953     0.010305     0.030625     0.041906 Curated_gene_sets:martens_tretinoin_response_dn
Curated_gene_sets:stambolsky...1         SET      16     0.086771    0.0025392       0.2311      0.35366 Curated_gene_sets:stambolsky_bound_by_mutated_tp53
Curated_gene_sets:stambolsky...5         SET      44    -0.059381   -0.0028795      0.13762      0.66694 Curated_gene_sets:stambolsky_targets_of_mutated_tp53_up
Curated_gene_sets:stambolsky...4         SET      48     -0.23045     -0.01167      0.11861      0.97398 Curated_gene_sets:stambolsky_targets_of_mutated_tp53_dn
Curated_gene_sets:stambolsky...3         SET      76    -0.012201  -0.00077689      0.10803      0.54496 Curated_gene_sets:stambolsky_response_to_vitamin_d3_up
Curated_gene_sets:stambolsky...2         SET      23     0.021426   0.00075161      0.19641      0.45657 Curated_gene_sets:stambolsky_response_to_vitamin_d3_dn
Curated_gene_sets:kim_all_di...6         SET     711     0.073423     0.014054     0.031865     0.010611 Curated_gene_sets:kim_all_disorders_oligodendrocyte_number_corr_up
Curated_gene_sets:kim_all_di...5         SET      31    -0.063977   -0.0026049      0.14875      0.66644 Curated_gene_sets:kim_all_disorders_oligodendrocyte_number_corr_dn
Curated_gene_sets:kim_bipola...2         SET     636     0.077059     0.013979     0.033203     0.010153 Curated_gene_sets:kim_bipolar_disorder_oligodendrocyte_density_corr_up
Curated_gene_sets:kim_bipola...1         SET      81     -0.11552    -0.007593     0.096474      0.88442 Curated_gene_sets:kim_bipolar_disorder_oligodendrocyte_density_corr_dn
Curated_gene_sets:kim_all_di...2         SET     516     0.087051     0.014271     0.038215     0.011372 Curated_gene_sets:kim_all_disorders_calb1_corr_up
Curated_gene_sets:kim_all_di...1         SET      37     -0.14867   -0.0066123       0.1492      0.84048 Curated_gene_sets:kim_all_disorders_calb1_corr_dn
Curated_gene_sets:kim_all_di...4         SET       9      0.38971    0.0085549      0.30287     0.099105 Curated_gene_sets:kim_all_disorders_duration_corr_up
Curated_gene_sets:kim_all_di...3         SET     139     0.019834    0.0017051     0.068582      0.38621 Curated_gene_sets:kim_all_disorders_duration_corr_dn
Curated_gene_sets:verhaak_gl...4         SET     157     0.089083    0.0081351     0.078475      0.12816 Curated_gene_sets:verhaak_glioblastoma_proneural
Curated_gene_sets:verhaak_gl...3         SET     119    -0.072604   -0.0057782     0.075798      0.83093 Curated_gene_sets:verhaak_glioblastoma_neural
Curated_gene_sets:verhaak_gl...1         SET     157       0.1298     0.011853     0.071471     0.034689 Curated_gene_sets:verhaak_glioblastoma_classical
Curated_gene_sets:verhaak_gl...2         SET     209    -0.097026    -0.010209     0.062909      0.93849 Curated_gene_sets:verhaak_glioblastoma_mesenchymal
Curated_gene_sets:hirsch_cel...2         SET     234     0.010205    0.0011353     0.059698      0.43214 Curated_gene_sets:hirsch_cellular_transformation_signature_up
Curated_gene_sets:hirsch_cel...1         SET      96  -0.00039946  -2.8572e-05      0.09095      0.50175 Curated_gene_sets:hirsch_cellular_transformation_signature_dn
Curated_gene_sets:chicas_rb1...4         SET     526     0.021568     0.003569     0.038559      0.28797 Curated_gene_sets:chicas_rb1_targets_senescent
Curated_gene_sets:chicas_rb1...3         SET      90     0.023348    0.0016172     0.095112      0.40305 Curated_gene_sets:chicas_rb1_targets_low_serum
Curated_gene_sets:chicas_rb1...2         SET     232     0.063051    0.0069851     0.059523      0.14475 Curated_gene_sets:chicas_rb1_targets_growing
Curated_gene_sets:chicas_rb1...1         SET     531    0.0012452   0.00020701     0.040527      0.48774 Curated_gene_sets:chicas_rb1_targets_confluent
Curated_gene_sets:wang_respo...7         SET     339    -0.044431   -0.0059327     0.047746      0.82395 Curated_gene_sets:wang_response_to_gsk3_inhibitor_sb216763_up
Curated_gene_sets:wang_respo...6         SET     336    -0.048154   -0.0064019     0.048024      0.84199 Curated_gene_sets:wang_response_to_gsk3_inhibitor_sb216763_dn
Curated_gene_sets:qi_hypoxia             SET     123     -0.04518   -0.0036552     0.078313        0.718 Curated_gene_sets:qi_hypoxia
Curated_gene_sets:qi_hypoxia...          SET      32    -0.083091   -0.0034372      0.15026      0.70986 Curated_gene_sets:qi_hypoxia_targets_of_hif1a_and_foxa2
Curated_gene_sets:gregory_sy...          SET     133     0.030209    0.0025408     0.076132      0.34576 Curated_gene_sets:gregory_synthetic_lethal_with_imatinib
Curated_gene_sets:lu_ezh2_ta...2         SET     261   -0.0099408   -0.0011672       0.0507      0.57772 Curated_gene_sets:lu_ezh2_targets_up
Curated_gene_sets:lu_ezh2_ta...1         SET     361    -0.045135   -0.0062156     0.046852      0.83231 Curated_gene_sets:lu_ezh2_targets_dn
Curated_gene_sets:hoelzel_nf...2         SET     120     0.023948    0.0019139     0.089556      0.39458 Curated_gene_sets:hoelzel_nf1_targets_up
Curated_gene_sets:hoelzel_nf...1         SET     105    0.0087749   0.00065624      0.09775      0.46424 Curated_gene_sets:hoelzel_nf1_targets_dn
Curated_gene_sets:demagalhae...2         SET      51    -0.096929   -0.0050594       0.1253      0.78041 Curated_gene_sets:demagalhaes_aging_up
Curated_gene_sets:demagalhae...1         SET      14     -0.16636    -0.004554      0.22414      0.77102 Curated_gene_sets:demagalhaes_aging_dn
Curated_gene_sets:dutertre_e...4         SET     217    -0.029624   -0.0031753     0.062252      0.68292 Curated_gene_sets:dutertre_estradiol_response_6hr_up
Curated_gene_sets:dutertre_e...3         SET      89     0.055073    0.0037935     0.095574      0.28223 Curated_gene_sets:dutertre_estradiol_response_6hr_dn
Curated_gene_sets:dutertre_e...2         SET     308    -0.024105   -0.0030705     0.050695      0.68277 Curated_gene_sets:dutertre_estradiol_response_24hr_up
Curated_gene_sets:dutertre_e...1         SET     481    0.0082732    0.0013108     0.043221       0.4241 Curated_gene_sets:dutertre_estradiol_response_24hr_dn
Curated_gene_sets:figueroa_a...2         SET     108     0.021567    0.0016357     0.084362      0.39911 Curated_gene_sets:figueroa_aml_methylation_cluster_1_up
Curated_gene_sets:figueroa_a...1         SET      44   -0.0011275  -5.4673e-05      0.14033      0.50321 Curated_gene_sets:figueroa_aml_methylation_cluster_1_dn
Curated_gene_sets:figueroa_a...4         SET      47     0.087014    0.0043605      0.12779      0.24796 Curated_gene_sets:figueroa_aml_methylation_cluster_2_up
Curated_gene_sets:figueroa_a...3         SET       8    -0.010381  -0.00021484       0.3216      0.51287 Curated_gene_sets:figueroa_aml_methylation_cluster_2_dn
Curated_gene_sets:figueroa_a...6         SET     155    -0.023734   -0.0021537     0.071121       0.6307 Curated_gene_sets:figueroa_aml_methylation_cluster_3_up
Curated_gene_sets:figueroa_a...5         SET      38      0.13906    0.0062677      0.14209      0.16388 Curated_gene_sets:figueroa_aml_methylation_cluster_3_dn
Curated_gene_sets:figueroa_a...8         SET     104     0.095894    0.0071375     0.084398      0.12794 Curated_gene_sets:figueroa_aml_methylation_cluster_4_up
Curated_gene_sets:figueroa_a...7         SET      15      0.28342    0.0080308      0.25466      0.13288 Curated_gene_sets:figueroa_aml_methylation_cluster_4_dn
Curated_gene_sets:figueroa_a...10        SET      12     0.044608    0.0011306      0.24306       0.4272 Curated_gene_sets:figueroa_aml_methylation_cluster_5_up
Curated_gene_sets:figueroa_a...9         SET      44    0.0091987   0.00044606      0.14207      0.47419 Curated_gene_sets:figueroa_aml_methylation_cluster_5_dn
Curated_gene_sets:figueroa_a...12        SET     132     0.017394    0.0014575     0.076846      0.41047 Curated_gene_sets:figueroa_aml_methylation_cluster_6_up
Curated_gene_sets:figueroa_a...11        SET      34     -0.30293    -0.012916      0.15615       0.9738 Curated_gene_sets:figueroa_aml_methylation_cluster_6_dn
Curated_gene_sets:figueroa_a...14        SET     109      0.10315    0.0078586      0.08613      0.11555 Curated_gene_sets:figueroa_aml_methylation_cluster_7_up
Curated_gene_sets:figueroa_a...13        SET       5     -0.32081   -0.0052495      0.45019      0.76195 Curated_gene_sets:figueroa_aml_methylation_cluster_7_dn
Curated_gene_sets:wang_class...          SET      26     0.047449    0.0017696      0.17274      0.39178 Curated_gene_sets:wang_classic_adipogenic_targets_of_pparg
Curated_gene_sets:wang_adipo...          SET      24    -0.019772  -0.00070848      0.16082      0.54892 Curated_gene_sets:wang_adipogenic_genes_repressed_by_sirt1
Curated_gene_sets:pangas_tum...2         SET     125     -0.12458     -0.01016     0.079195      0.94213 Curated_gene_sets:pangas_tumor_suppression_by_smad1_and_smad5_up
Curated_gene_sets:pangas_tum...1         SET     137     0.089083    0.0076034      0.07594      0.12039 Curated_gene_sets:pangas_tumor_suppression_by_smad1_and_smad5_dn
Curated_gene_sets:tsutsumi_f...          SET       8      0.14183    0.0029355      0.33426      0.33567 Curated_gene_sets:tsutsumi_fbxw8_targets
Curated_gene_sets:li_dcp2_bo...          SET      80      0.13114    0.0085667       0.0959     0.085741 Curated_gene_sets:li_dcp2_bound_mrna
Curated_gene_sets:wagschal_e...          SET      14     -0.42933    -0.011753      0.24653      0.95919 Curated_gene_sets:wagschal_ehmt2_targets_up
Curated_gene_sets:subtil_pro...          SET      32      0.40692     0.016833      0.15002     0.003343 Curated_gene_sets:subtil_progestin_targets
Curated_gene_sets:ohguchi_li...2         SET      46    -0.045412   -0.0022515      0.14055      0.62669 Curated_gene_sets:ohguchi_liver_hnf4a_targets_up
Curated_gene_sets:ohguchi_li...1         SET     154    -0.066898    -0.006051     0.072813      0.82088 Curated_gene_sets:ohguchi_liver_hnf4a_targets_dn
Curated_gene_sets:gabriely_m...          SET     274     0.017687    0.0021271     0.055418       0.3748 Curated_gene_sets:gabriely_mir21_targets
Curated_gene_sets:thillainad...2         SET      40   -0.0092634  -0.00042834      0.13945      0.52648 Curated_gene_sets:thillainadesan_znf217_targets_up
Curated_gene_sets:thillainad...1         SET       8      0.63545     0.013152      0.29616     0.015957 Curated_gene_sets:thillainadesan_znf217_targets_dn
Curated_gene_sets:phesse_tar...2         SET      17      0.23676    0.0071414      0.21691      0.13753 Curated_gene_sets:phesse_targets_of_apc_and_mbd2_up
Curated_gene_sets:phesse_tar...1         SET      10     -0.39924   -0.0092379      0.26248      0.93587 Curated_gene_sets:phesse_targets_of_apc_and_mbd2_dn
Curated_gene_sets:chyla_cbfa...2         SET     351    -0.013076    -0.001776     0.047664      0.60808 Curated_gene_sets:chyla_cbfa2t3_targets_up
Curated_gene_sets:chyla_cbfa...1         SET     224    -0.024188   -0.0026336     0.057161      0.66391 Curated_gene_sets:chyla_cbfa2t3_targets_dn
Curated_gene_sets:fukushima_...          SET      14    -0.061646   -0.0016876      0.26139      0.59322 Curated_gene_sets:fukushima_tnfsf11_targets
Curated_gene_sets:card_mir30...          SET      75      0.18049     0.011417      0.10972     0.049992 Curated_gene_sets:card_mir302a_targets
Curated_gene_sets:wierenga_s...4         SET     189     0.015203     0.001522     0.064412      0.40671 Curated_gene_sets:wierenga_stat5a_targets_up
Curated_gene_sets:wierenga_s...1         SET     176      -0.0327   -0.0031601     0.064385      0.69423 Curated_gene_sets:wierenga_stat5a_targets_dn
Curated_gene_sets:wierenga_s...2         SET     117    -0.039933   -0.0031515     0.080135      0.69087 Curated_gene_sets:wierenga_stat5a_targets_group1
Curated_gene_sets:wierenga_s...3         SET      52      0.19252     0.010147       0.1242     0.060578 Curated_gene_sets:wierenga_stat5a_targets_group2
Curated_gene_sets:wierenga_p...          SET      42     -0.16044   -0.0076014      0.12164       0.9064 Curated_gene_sets:wierenga_pml_interactome
Curated_gene_sets:acosta_pro...2         SET      82    -0.042757   -0.0028275     0.094836      0.67395 Curated_gene_sets:acosta_proliferation_independent_myc_targets_up
Curated_gene_sets:acosta_pro...1         SET     110     0.022736    0.0017401     0.077506      0.38463 Curated_gene_sets:acosta_proliferation_independent_myc_targets_dn
Curated_gene_sets:kang_ar_ta...2         SET      15      0.33105    0.0093804      0.25585     0.097854 Curated_gene_sets:kang_ar_targets_up
Curated_gene_sets:kang_ar_ta...1         SET      18      0.15162    0.0047058      0.19463      0.21799 Curated_gene_sets:kang_ar_targets_dn
Curated_gene_sets:pilon_klf1...2         SET     455   -0.0041426  -0.00063881     0.042319      0.53899 Curated_gene_sets:pilon_klf1_targets_up
