# MEAN_SAMPLE_SIZE = 42038
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_foam_cell_different...          SET      36      -0.1909   -0.0083752      0.15237      0.89486 GO_bp:go_foam_cell_differentiation
GO_bp:go_positive_regulation...478       SET       5      0.52947    0.0086641      0.38651     0.085372 GO_bp:go_positive_regulation_of_mapkkk_cascade_by_fibroblast_growth_factor_receptor_signaling_pathway
GO_bp:go_negative_regulation...311       SET      11     -0.66127    -0.016047      0.26681       0.9934 GO_bp:go_negative_regulation_of_inclusion_body_assembly
GO_bp:go_regulation_of_prote...16        SET      12      0.61849     0.015676      0.25843    0.0083546 GO_bp:go_regulation_of_protein_deubiquitination
GO_bp:go_positive_regulation...277       SET       8     -0.34393   -0.0071182       0.3123       0.8646 GO_bp:go_positive_regulation_of_extracellular_matrix_disassembly
GO_bp:go_copii_coated_vesicl...2         SET      14     -0.38406    -0.010514      0.22581       0.9555 GO_bp:go_copii_coated_vesicle_cargo_loading
GO_bp:go_copii_coated_vesicl...1         SET      68    -0.062582   -0.0037702      0.10489      0.72463 GO_bp:go_copii_coated_vesicle_budding
GO_bp:go_receptor_mediated_e...2         SET       5     -0.65063    -0.010647      0.41396      0.94198 GO_bp:go_receptor_mediated_endocytosis_involved_in_cholesterol_transport
GO_bp:go_mesenchyme_migration            SET       5      0.31135    0.0050947      0.46348      0.25088 GO_bp:go_mesenchyme_migration
GO_bp:go_membrane_fission                SET      11     0.045841    0.0011124      0.28904      0.43699 GO_bp:go_membrane_fission
GO_bp:go_establishment_of_pr...5         SET      17    -0.062379   -0.0018815       0.1969       0.6243 GO_bp:go_establishment_of_protein_localization_to_mitochondrial_membrane
GO_bp:go_regulation_of_sphin...          SET      14       0.2218    0.0060719      0.22444      0.16152 GO_bp:go_regulation_of_sphingolipid_biosynthetic_process
GO_bp:go_positive_regulation...755       SET       9      0.29611    0.0065001      0.26352      0.13058 GO_bp:go_positive_regulation_of_sphingolipid_biosynthetic_process
GO_bp:go_golgi_to_lysosome_t...          SET       8     -0.69281    -0.014339      0.36101      0.97251 GO_bp:go_golgi_to_lysosome_transport
GO_bp:go_golgi_disassembly               SET       6     0.073294    0.0013138      0.43803      0.43356 GO_bp:go_golgi_disassembly
GO_bp:go_establishment_of_pl...1         SET      15     0.021633   0.00061298      0.20801      0.45858 GO_bp:go_establishment_of_planar_polarity_involved_in_neural_tube_closure
GO_bp:go_regulation_of_pancr...          SET       5    -0.002742  -4.4869e-05      0.37755       0.5029 GO_bp:go_regulation_of_pancreatic_juice_secretion
GO_bp:go_negative_regulation...503       SET       4      0.24126    0.0035311      0.45283       0.2971 GO_bp:go_negative_regulation_of_pancreatic_juice_secretion
GO_bp:go_positive_regulation...312       SET      10     -0.25974   -0.0060099      0.30148      0.80552 GO_bp:go_positive_regulation_of_glomerulus_development
GO_bp:go_chemokine_secretion             SET      17     -0.28691   -0.0086542      0.21295      0.91105 GO_bp:go_chemokine_secretion
GO_bp:go_positive_regulation...161       SET      14     -0.26664   -0.0072992      0.23096      0.87584 GO_bp:go_positive_regulation_of_chemokine_secretion
GO_bp:go_negative_regulation...372       SET       4     -0.09984   -0.0014613      0.36858      0.60676 GO_bp:go_negative_regulation_of_lipid_kinase_activity
GO_bp:go_positive_regulation...757       SET       7     -0.25868   -0.0050081      0.34769      0.77155 GO_bp:go_positive_regulation_of_spindle_checkpoint
GO_bp:go_regulation_of_metap...          SET       7      0.48312    0.0093535      0.30495     0.056574 GO_bp:go_regulation_of_metaphase_plate_congression
GO_bp:go_regulation_of_arach...          SET       8     -0.44177   -0.0091431      0.27299      0.94718 GO_bp:go_regulation_of_arachidonic_acid_secretion
GO_bp:go_positive_regulation...42        SET       6      -0.3814   -0.0068365      0.33527      0.87234 GO_bp:go_positive_regulation_of_arachidonic_acid_secretion
GO_bp:go_positive_regulation...355       SET       7     -0.15405   -0.0029825       0.3426      0.67352 GO_bp:go_positive_regulation_of_histone_h4_acetylation
GO_bp:go_negative_regulation...294       SET       5     0.058163   0.00095175      0.44493        0.448 GO_bp:go_negative_regulation_of_histone_h4_acetylation
GO_bp:go_axis_elongation_inv...          SET       4      -0.8662    -0.012678      0.36482       0.9912 GO_bp:go_axis_elongation_involved_in_somitogenesis
GO_bp:go_regulation_of_retin...2         SET       5    -0.080084   -0.0013105      0.47143      0.56744 GO_bp:go_regulation_of_retinal_ganglion_cell_axon_guidance
GO_bp:go_fibroblast_growth_f...1         SET       8     -0.22691   -0.0046962      0.31059      0.76747 GO_bp:go_fibroblast_growth_factor_production
GO_bp:go_positive_regulation...293       SET       5     -0.46633   -0.0076309      0.39419      0.88159 GO_bp:go_positive_regulation_of_fibroblast_growth_factor_production
GO_bp:go_regulation_of_pepti...2         SET     190     0.093138    0.0093483      0.06463     0.074788 GO_bp:go_regulation_of_peptide_hormone_secretion
GO_bp:go_positive_regulation...613       SET      87     0.041672    0.0028382      0.09321      0.32741 GO_bp:go_positive_regulation_of_peptide_hormone_secretion
GO_bp:go_negative_regulation...506       SET      41     0.032375    0.0015156      0.13833      0.40748 GO_bp:go_negative_regulation_of_peptide_hormone_secretion
GO_bp:go_cytoskeletal_anchor...1         SET       9     -0.11907   -0.0026138      0.28343      0.66279 GO_bp:go_cytoskeletal_anchoring_at_nuclear_membrane
GO_bp:go_regulation_of_osteo...4         SET       5     0.024403   0.00039933      0.44793      0.47828 GO_bp:go_regulation_of_osteoclast_proliferation
GO_bp:go_spindle_assembly_in...          SET       6      0.35322    0.0063314      0.39533      0.18581 GO_bp:go_spindle_assembly_involved_in_meiosis
GO_bp:go_regulation_of_methy...          SET      13      0.32972     0.008698      0.27133      0.11215 GO_bp:go_regulation_of_methylation_dependent_chromatin_silencing
GO_bp:go_positive_regulation...499       SET      10      0.41845    0.0096822      0.30321     0.083796 GO_bp:go_positive_regulation_of_methylation_dependent_chromatin_silencing
GO_bp:go_negative_regulation...565       SET       4      0.48501    0.0070988      0.40045      0.11293 GO_bp:go_negative_regulation_of_protein_targeting_to_membrane
GO_bp:go_negative_regulation...497       SET       6     -0.35343   -0.0063352      0.34632      0.84626 GO_bp:go_negative_regulation_of_oxidative_phosphorylation
GO_bp:go_regulation_of_locom...          SET       5      0.53031    0.0086777      0.49145      0.14029 GO_bp:go_regulation_of_locomotion_involved_in_locomotory_behavior
GO_bp:go_negative_regulation...525       SET      11      0.06954    0.0016875      0.25961       0.3944 GO_bp:go_negative_regulation_of_platelet_aggregation
GO_bp:go_positive_regulation...77        SET       9      0.26511    0.0058196      0.26285      0.15659 GO_bp:go_positive_regulation_of_brown_fat_cell_differentiation
GO_bp:go_positive_regulation...108       SET      13      0.15576    0.0041089      0.20504      0.22373 GO_bp:go_positive_regulation_of_cell_aging
GO_bp:go_negative_regulation...147       SET       4     -0.15107   -0.0022112      0.35567      0.66449 GO_bp:go_negative_regulation_of_cholesterol_efflux
GO_bp:go_regulation_of_heart...2         SET       6     -0.18495   -0.0033151        0.327      0.71416 GO_bp:go_regulation_of_heart_induction
GO_bp:go_phagosome_lysosome_...          SET       7      0.57809     0.011192      0.36095     0.054636 GO_bp:go_phagosome_lysosome_fusion
GO_bp:go_negative_regulation...235       SET       8     -0.30408   -0.0062934      0.33561      0.81754 GO_bp:go_negative_regulation_of_excitatory_postsynaptic_potential
GO_bp:go_stress_induced_prem...          SET       8     -0.15769   -0.0032637      0.27854      0.71435 GO_bp:go_stress_induced_premature_senescence
GO_bp:go_protein_localizatio...31        SET       8     -0.34883   -0.0072198      0.30096      0.87678 GO_bp:go_protein_localization_to_nuclear_envelope
GO_bp:go_catecholamine_uptake            SET      16      0.04544    0.0013297      0.22844      0.42117 GO_bp:go_catecholamine_uptake
GO_bp:go_actin_filament_reor...          SET       8      -0.2239   -0.0046339      0.28235       0.7861 GO_bp:go_actin_filament_reorganization
GO_bp:go_inflammatory_respon...3         SET       9    -0.051843    -0.001138      0.29251      0.57034 GO_bp:go_inflammatory_response_to_wounding
GO_bp:go_ubiquitin_independe...          SET       5      0.48843    0.0079925      0.47101      0.14988 GO_bp:go_ubiquitin_independent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway
GO_bp:go_mitochondrial_trna_...2         SET      11     -0.37355    -0.009065      0.23282      0.94568 GO_bp:go_mitochondrial_trna_processing
GO_bp:go_modulation_of_age_r...          SET       7     -0.19085   -0.0036949      0.35793      0.70305 GO_bp:go_modulation_of_age_related_behavioral_decline
GO_bp:go_response_to_oxygen_...2         SET       8      0.14308    0.0029613      0.32724      0.33098 GO_bp:go_response_to_oxygen_glucose_deprivation
GO_bp:go_telomeric_loop_disa...          SET       9     0.095223    0.0020903      0.27879      0.36634 GO_bp:go_telomeric_loop_disassembly
GO_bp:go_scarna_localization...          SET       4      0.10785    0.0015785      0.43102      0.40121 GO_bp:go_scarna_localization_to_cajal_body
GO_bp:go_telomerase_rna_loca...          SET      18      0.16445     0.005104      0.19463      0.19908 GO_bp:go_telomerase_rna_localization
GO_bp:go_endothelial_cell_ma...          SET       2      0.93428    0.0096698      0.62028     0.066017 GO_bp:go_endothelial_cell_matrix_adhesion
GO_bp:go_reversible_differen...          SET       5      -0.1734   -0.0028375      0.42947       0.6568 GO_bp:go_reversible_differentiation
GO_bp:go_cell_differentiatio...6         SET       3     -0.66683   -0.0084526      0.59382      0.86926 GO_bp:go_cell_differentiation_involved_in_phenotypic_switching
GO_bp:go_immunological_memor...2         SET      11      0.26638    0.0064642      0.28181      0.17228 GO_bp:go_immunological_memory_process
GO_bp:go_immunological_memor...1         SET       9      0.20928    0.0045942      0.30351      0.24524 GO_bp:go_immunological_memory_formation_process
GO_bp:go_dna_repair_complex_...          SET       5      0.69106     0.011308      0.49238     0.080241 GO_bp:go_dna_repair_complex_assembly
GO_bp:go_response_to_granulo...          SET       9      0.10416    0.0022865      0.27982      0.35486 GO_bp:go_response_to_granulocyte_macrophage_colony_stimulating_factor
GO_bp:go_protein_linear_poly...          SET       4      0.13989    0.0020475      0.54632      0.39895 GO_bp:go_protein_linear_polyubiquitination
GO_bp:go_dendritic_cell_apop...          SET      10     -0.38043   -0.0088025       0.3051      0.89377 GO_bp:go_dendritic_cell_apoptotic_process
GO_bp:go_motor_neuron_apopto...          SET       7      0.19145    0.0037066      0.32079      0.27532 GO_bp:go_motor_neuron_apoptotic_process
GO_bp:go_type_b_pancreatic_c...1         SET      10     -0.26425   -0.0061144      0.30748      0.80494 GO_bp:go_type_b_pancreatic_cell_apoptotic_process
GO_bp:go_dendritic_spine_mai...          SET      18     -0.19446   -0.0060354      0.23851      0.79255 GO_bp:go_dendritic_spine_maintenance
GO_bp:go_ncrna_export_from_n...          SET      39      -0.1295    -0.005913      0.14315      0.81717 GO_bp:go_ncrna_export_from_nucleus
GO_bp:go_anterior_head_devel...          SET       8      0.14669     0.003036      0.30963      0.31784 GO_bp:go_anterior_head_development
GO_bp:go_ductus_arteriosus_c...          SET       5      0.80304     0.013141      0.41389     0.026184 GO_bp:go_ductus_arteriosus_closure
GO_bp:go_vascular_smooth_mus...1         SET       9     -0.20761   -0.0045574       0.3351      0.73222 GO_bp:go_vascular_smooth_muscle_cell_development
GO_bp:go_presynaptic_membran...2         SET       8     -0.20081   -0.0041561      0.30411      0.74547 GO_bp:go_presynaptic_membrane_organization
GO_bp:go_synaptic_vesicle_cl...          SET      12      0.35946    0.0091108      0.29303      0.10997 GO_bp:go_synaptic_vesicle_clustering
GO_bp:go_postsynaptic_membra...1         SET       9      0.17737    0.0038936      0.31521      0.28682 GO_bp:go_postsynaptic_membrane_assembly
GO_bp:go_presynaptic_membran...1         SET       6     -0.16811   -0.0030133      0.35072      0.68414 GO_bp:go_presynaptic_membrane_assembly
GO_bp:go_postsynaptic_densit...1         SET      18     0.095835    0.0029744      0.23295      0.34039 GO_bp:go_postsynaptic_density_assembly
GO_bp:go_ampa_glutamate_rece...          SET       8     -0.12067   -0.0024976      0.30274      0.65491 GO_bp:go_ampa_glutamate_receptor_clustering
GO_bp:go_postsynaptic_densit...2         SET       9    -0.048007   -0.0010538      0.31611      0.56035 GO_bp:go_postsynaptic_density_protein_95_clustering
GO_bp:go_receptor_localizati...2         SET      49     -0.15997   -0.0081852      0.12742      0.89533 GO_bp:go_receptor_localization_to_synapse
GO_bp:go_positive_regulation...378       SET       7     -0.67246    -0.013019      0.37986      0.96165 GO_bp:go_positive_regulation_of_inhibitory_postsynaptic_potential
GO_bp:go_mesenchymal_cell_ap...          SET      12     -0.25984   -0.0065859      0.29949      0.80719 GO_bp:go_mesenchymal_cell_apoptotic_process
GO_bp:go_mesenchymal_stem_ce...3         SET       2      0.02592   0.00026827      0.41682      0.47521 GO_bp:go_mesenchymal_stem_cell_proliferation
GO_bp:go_ruffle_assembly                 SET      41    -0.013282  -0.00062179       0.1337      0.53957 GO_bp:go_ruffle_assembly
GO_bp:go_dentinogenesis                  SET       6     0.099603    0.0017854      0.39361      0.40012 GO_bp:go_dentinogenesis
GO_bp:go_negative_regulation...681       SET      12     -0.25823    -0.006545      0.28468      0.81782 GO_bp:go_negative_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_stress
GO_bp:go_response_to_gonadot...2         SET       7      0.13324    0.0025796      0.37177      0.36003 GO_bp:go_response_to_gonadotropin_releasing_hormone
GO_bp:go_amyloid_beta_cleara...1         SET      31      0.19298    0.0078576      0.16289      0.11807 GO_bp:go_amyloid_beta_clearance
GO_bp:go_self_proteolysis                SET       6      0.26346    0.0047224      0.36342      0.23425 GO_bp:go_self_proteolysis
GO_bp:go_omega_hydroxylase_p...          SET       9     0.029759   0.00065327      0.29466      0.45978 GO_bp:go_omega_hydroxylase_p450_pathway
GO_bp:go_keratinocyte_apopto...          SET       6     -0.49718    -0.008912      0.39205      0.89762 GO_bp:go_keratinocyte_apoptotic_process
GO_bp:go_programmed_necrotic...          SET      39    -0.027637   -0.0012619      0.13854      0.57906 GO_bp:go_programmed_necrotic_cell_death
GO_bp:go_plasma_membrane_tub...          SET      22     -0.10634   -0.0036485      0.15913      0.74802 GO_bp:go_plasma_membrane_tubulation
GO_bp:go_response_to_antineo...          SET      88    -0.036851   -0.0025241     0.095211      0.65064 GO_bp:go_response_to_antineoplastic_agent
GO_bp:go_response_to_antimet...          SET       9    0.0094563   0.00020758      0.28256      0.48665 GO_bp:go_response_to_antimetabolite
GO_bp:go_zymogen_inhibition              SET      10      0.24623    0.0056975      0.23017      0.14237 GO_bp:go_zymogen_inhibition
GO_bp:go_mitochondrial_outer...          SET      53    -0.091052   -0.0048447      0.10678      0.80309 GO_bp:go_mitochondrial_outer_membrane_permeabilization
GO_bp:go_neutrophil_clearance            SET       5     -0.30375   -0.0049704      0.42567      0.76225 GO_bp:go_neutrophil_clearance
GO_bp:go_autophagosome_matur...          SET      35      0.13853    0.0059927      0.13704      0.15605 GO_bp:go_autophagosome_maturation
GO_bp:go_prenylation                     SET       9     -0.22809   -0.0050069      0.28815      0.78569 GO_bp:go_prenylation
GO_bp:go_response_to_broncho...          SET      48     -0.09593   -0.0048581      0.12607      0.77664 GO_bp:go_response_to_bronchodilator
GO_bp:go_establishment_of_se...          SET       4     -0.16503   -0.0024154      0.33665        0.688 GO_bp:go_establishment_of_sertoli_cell_barrier
GO_bp:go_cellular_lipid_bios...          SET       8     -0.23893   -0.0049451      0.28754      0.79699 GO_bp:go_cellular_lipid_biosynthetic_process
GO_bp:go_response_to_interle...5         SET       8      0.18947    0.0039215      0.30565      0.26767 GO_bp:go_response_to_interleukin_17
GO_bp:go_hypoxia_inducible_f...          SET       3      0.16316    0.0020682       0.5753      0.38836 GO_bp:go_hypoxia_inducible_factor_1alpha_signaling_pathway
GO_bp:go_protein_maturation_...2         SET      13     -0.11447   -0.0030197        0.243       0.6812 GO_bp:go_protein_maturation_by_iron_sulfur_cluster_transfer
GO_bp:go_supramolecular_fibe...          SET     610    -0.013803   -0.0024541     0.036534      0.64722 GO_bp:go_supramolecular_fiber_organization
GO_bp:go_programmed_cell_dea...1         SET      10      0.18576    0.0042982       0.2849       0.2572 GO_bp:go_programmed_cell_death_in_response_to_reactive_oxygen_species
GO_bp:go_motor_neuron_migrat...          SET       6      0.16653     0.002985      0.42839      0.34874 GO_bp:go_motor_neuron_migration
GO_bp:go_dendrite_extension              SET      32     0.020519   0.00084883      0.17758      0.45401 GO_bp:go_dendrite_extension
GO_bp:go_protein_localizatio...30        SET      12     0.010663   0.00027025      0.22403      0.48102 GO_bp:go_protein_localization_to_non_motile_cilium
GO_bp:go_receptor_localizati...1         SET       6      0.44289    0.0079388      0.31035     0.076791 GO_bp:go_receptor_localization_to_non_motile_cilium
GO_bp:go_stress_response_to_...          SET      14     -0.10708   -0.0029312      0.29904      0.63985 GO_bp:go_stress_response_to_metal_ion
GO_bp:go_necroptotic_signali...          SET       6     -0.10798   -0.0019355      0.40141      0.60603 GO_bp:go_necroptotic_signaling_pathway
GO_bp:go_mast_cell_migration             SET      12     0.083579    0.0021184      0.25558      0.37183 GO_bp:go_mast_cell_migration
GO_bp:go_calcium_ion_transme...1         SET     131     0.011808   0.00098564     0.077758      0.43965 GO_bp:go_calcium_ion_transmembrane_import_into_cytosol
GO_bp:go_sequestering_of_iro...          SET       3      0.40246    0.0051016      0.41844      0.16808 GO_bp:go_sequestering_of_iron_ion
GO_bp:go_potassium_ion_expor...          SET      16     0.058902    0.0017237       0.2333      0.40034 GO_bp:go_potassium_ion_export_across_plasma_membrane
GO_bp:go_calcitonin_family_r...          SET       7    -0.078811   -0.0015258      0.35468      0.58792 GO_bp:go_calcitonin_family_receptor_signaling_pathway
GO_bp:go_receptor_signaling_...          SET     146     -0.10807   -0.0095194     0.079759      0.91227 GO_bp:go_receptor_signaling_pathway_via_stat
GO_bp:go_connective_tissue_r...          SET       8     -0.23709   -0.0049071      0.30413      0.78218 GO_bp:go_connective_tissue_replacement
GO_bp:go_ciliary_basal_body_...          SET      90     0.022714    0.0015733      0.09261      0.40313 GO_bp:go_ciliary_basal_body_plasma_membrane_docking
GO_bp:go_calcineurin_mediate...          SET      43     -0.17305   -0.0082957      0.12873      0.91056 GO_bp:go_calcineurin_mediated_signaling
GO_bp:go_de_novo_centriole_a...          SET       4     -0.14344   -0.0020994      0.59443      0.59534 GO_bp:go_de_novo_centriole_assembly
GO_bp:go_positive_regulation...69        SET      53    -0.088936   -0.0047321      0.12463      0.76225 GO_bp:go_positive_regulation_of_blood_vessel_diameter
GO_bp:go_negative_regulation...59        SET      76    -0.034681   -0.0022083      0.11085       0.6228 GO_bp:go_negative_regulation_of_blood_vessel_diameter
GO_bp:go_polynucleotide_deph...          SET       5     -0.48445   -0.0079273      0.56959      0.80248 GO_bp:go_polynucleotide_dephosphorylation
GO_bp:go_skeletal_muscle_fib...          SET       6     -0.22035   -0.0039497      0.37926      0.71937 GO_bp:go_skeletal_muscle_fiber_differentiation
GO_bp:go_histone_h3_k27_trim...          SET       6     -0.18142    -0.003252      0.33784      0.70437 GO_bp:go_histone_h3_k27_trimethylation
GO_bp:go_detection_of_extern...          SET      18      0.18822    0.0058417      0.22618      0.20267 GO_bp:go_detection_of_external_biotic_stimulus
GO_bp:go_observational_learn...          SET       8      0.79433      0.01644      0.35384     0.012394 GO_bp:go_observational_learning
GO_bp:go_learned_vocalizatio...          SET      10      0.71707     0.016592      0.33844     0.017064 GO_bp:go_learned_vocalization_behavior_or_vocal_learning
GO_bp:go_cation_transmembran...          SET     776     0.019587    0.0039097     0.032917      0.27591 GO_bp:go_cation_transmembrane_transport
GO_bp:go_inorganic_anion_tra...1         SET     100    -0.037064   -0.0027054     0.092015      0.65645 GO_bp:go_inorganic_anion_transmembrane_transport
GO_bp:go_regulation_of_synap...12        SET     106     -0.03461   -0.0026006     0.087696      0.65345 GO_bp:go_regulation_of_synaptic_vesicle_cycle
GO_bp:go_regulation_of_neuro...15        SET       7    -0.099495   -0.0019263      0.29655      0.63138 GO_bp:go_regulation_of_neurotransmitter_receptor_localization_to_postsynaptic_specialization_membrane
GO_bp:go_postsynaptic_specia...1         SET      21       0.1921    0.0064393      0.21784      0.18894 GO_bp:go_postsynaptic_specialization_assembly
GO_bp:go_neurotransmitter_lo...          SET       7   0.00055977   1.0837e-05      0.31229      0.49928 GO_bp:go_neurotransmitter_loading_into_synaptic_vesicle
GO_bp:go_sodium_ion_import_a...          SET      13      0.47471     0.012523      0.26509     0.036676 GO_bp:go_sodium_ion_import_across_plasma_membrane
GO_bp:go_asymmetric_stem_cel...          SET       9     -0.25813   -0.0056663      0.27994      0.82175 GO_bp:go_asymmetric_stem_cell_division
GO_bp:go_macromolecule_depal...          SET      10      0.20661    0.0047806      0.23953       0.1942 GO_bp:go_macromolecule_depalmitoylation
GO_bp:go_positive_regulation...809       SET       5      0.39786    0.0065104      0.45272      0.18975 GO_bp:go_positive_regulation_of_the_force_of_heart_contraction
GO_bp:go_import_across_plasm...          SET     109     0.088179    0.0067183     0.088268      0.15891 GO_bp:go_import_across_plasma_membrane
GO_bp:go_response_to_interle...11        SET      31     -0.17796    -0.007246      0.17742      0.84207 GO_bp:go_response_to_interleukin_7
GO_bp:go_response_to_mitocho...          SET      19     -0.19261   -0.0061418      0.18182      0.85527 GO_bp:go_response_to_mitochondrial_depolarisation
GO_bp:go_mrna_cleavage_invol...          SET      12      0.22906    0.0058058      0.19744        0.123 GO_bp:go_mrna_cleavage_involved_in_mrna_processing
GO_bp:go_neurotransmitter_re...4         SET      22     -0.20478   -0.0070257      0.18198      0.86976 GO_bp:go_neurotransmitter_reuptake
GO_bp:go_spontaneous_synapti...          SET       7    -0.049444  -0.00095726      0.33637      0.55843 GO_bp:go_spontaneous_synaptic_transmission
GO_bp:go_folate_transmembran...          SET       6      0.28166    0.0050487      0.41774      0.25009 GO_bp:go_folate_transmembrane_transport
GO_bp:go_intestinal_lipid_ab...          SET      16     0.035001    0.0010242      0.20542      0.43235 GO_bp:go_intestinal_lipid_absorption
GO_bp:go_vesicle_mediated_tr...3         SET      88     -0.11084   -0.0075925     0.097932      0.87114 GO_bp:go_vesicle_mediated_transport_to_the_plasma_membrane
GO_bp:go_maintenance_of_post...          SET       4      0.31042    0.0045435       0.4014      0.21966 GO_bp:go_maintenance_of_postsynaptic_specialization_structure
GO_bp:go_exocytic_insertion_...          SET       5       0.5333    0.0087266      0.40767      0.09542 GO_bp:go_exocytic_insertion_of_neurotransmitter_receptor_to_plasma_membrane
GO_bp:go_synapse_pruning                 SET      10      0.62687     0.014505      0.30148     0.018801 GO_bp:go_synapse_pruning
GO_bp:go_postsynaptic_neurot...          SET      18    -0.080457   -0.0024971      0.23324      0.63494 GO_bp:go_postsynaptic_neurotransmitter_receptor_internalization
GO_bp:go_modification_of_pos...1         SET      10     0.064682    0.0014966      0.28494      0.41021 GO_bp:go_modification_of_postsynaptic_actin_cytoskeleton
GO_bp:go_regulation_of_membr...2         SET       6      0.61102     0.010952       0.3862     0.056819 GO_bp:go_regulation_of_membrane_depolarization_during_action_potential
GO_bp:go_regulation_of_membr...9         SET       7      0.47217    0.0091415      0.36838     0.099972 GO_bp:go_regulation_of_membrane_repolarization_during_action_potential
GO_bp:go_regulation_of_neuro...11        SET       4      0.34406    0.0050359      0.43555      0.21478 GO_bp:go_regulation_of_neuronal_action_potential
GO_bp:go_regulation_of_cardi...5         SET       7      0.31664    0.0061303      0.34875      0.18196 GO_bp:go_regulation_of_cardiac_muscle_cell_action_potential_involved_in_regulation_of_contraction
GO_bp:go_regulation_of_atria...1         SET       5     -0.40535   -0.0066329      0.44523      0.81869 GO_bp:go_regulation_of_atrial_cardiac_muscle_cell_action_potential
GO_bp:go_membrane_repolariza...3         SET       5     -0.13075   -0.0021395      0.47632      0.60815 GO_bp:go_membrane_repolarization_during_atrial_cardiac_muscle_cell_action_potential
GO_bp:go_membrane_repolariza...4         SET      13     -0.12453    -0.003285      0.28002      0.67173 GO_bp:go_membrane_repolarization_during_ventricular_cardiac_muscle_cell_action_potential
GO_bp:go_retrograde_trans_sy...1         SET      10      0.44744     0.010353      0.31379     0.076953 GO_bp:go_retrograde_trans_synaptic_signaling
GO_bp:go_retrograde_trans_sy...2         SET       5      0.49313    0.0080693      0.46452      0.14422 GO_bp:go_retrograde_trans_synaptic_signaling_by_lipid
GO_bp:go_postsynaptic_signal...          SET       9     -0.38169   -0.0083788      0.24093      0.94343 GO_bp:go_postsynaptic_signal_transduction
GO_bp:go_axonal_transport                SET      50     -0.14189   -0.0073332      0.11479      0.89176 GO_bp:go_axonal_transport
GO_bp:go_dendritic_transport             SET       9      0.12102    0.0026565      0.24419       0.3101 GO_bp:go_dendritic_transport
GO_bp:go_anterograde_dendrit...          SET       5     0.094408    0.0015449      0.33145      0.38789 GO_bp:go_anterograde_dendritic_transport
GO_bp:go_neurotransmitter_re...3         SET       7     -0.27395   -0.0053038      0.39739       0.7547 GO_bp:go_neurotransmitter_receptor_transport_postsynaptic_endosome_to_lysosome
GO_bp:go_receptor_diffusion_...          SET       9     -0.29556   -0.0064881      0.30042      0.83739 GO_bp:go_receptor_diffusion_trapping
GO_bp:go_regulation_of_posts...7         SET      13      0.20357    0.0053702      0.24467      0.20271 GO_bp:go_regulation_of_postsynaptic_neurotransmitter_receptor_activity
GO_bp:go_postsynaptic_actin_...          SET       8      0.15142    0.0031339      0.30838      0.31171 GO_bp:go_postsynaptic_actin_cytoskeleton_organization
GO_bp:go_excitatory_chemical...          SET       7        0.386    0.0074732      0.32157      0.11501 GO_bp:go_excitatory_chemical_synaptic_transmission
GO_bp:go_vesicle_mediated_tr...2         SET     194    -0.034699   -0.0035188     0.064012      0.70611 GO_bp:go_vesicle_mediated_transport_in_synapse
GO_bp:go_calmodulin_dependen...          SET       8     -0.19505    -0.004037      0.32827       0.7238 GO_bp:go_calmodulin_dependent_kinase_signaling_pathway
GO_bp:go_modification_of_pos...2         SET      15      0.36961     0.010473      0.23474      0.05769 GO_bp:go_modification_of_postsynaptic_structure
GO_bp:go_vesicle_tethering               SET       7      0.32368    0.0062666      0.39849      0.20833 GO_bp:go_vesicle_tethering
GO_bp:go_postsynapse_assembly            SET      28      0.26121     0.010109      0.18446     0.078385 GO_bp:go_postsynapse_assembly
GO_bp:go_regulation_of_posts...4         SET      60     0.050078    0.0028345      0.12284      0.34176 GO_bp:go_regulation_of_postsynaptic_membrane_neurotransmitter_receptor_levels
GO_bp:go_postsynaptic_specia...2         SET      32      0.18567    0.0076807      0.16751      0.13385 GO_bp:go_postsynaptic_specialization_organization
GO_bp:go_trna_5_end_processi...          SET      16    -0.042232   -0.0012359      0.21417      0.57816 GO_bp:go_trna_5_end_processing
GO_bp:go_atp_hydrolysis_coup...1         SET      53      0.20907     0.011124      0.11527     0.034871 GO_bp:go_atp_hydrolysis_coupled_cation_transmembrane_transport
GO_bp:go_regulation_of_posts...8         SET      12     -0.28772   -0.0072924      0.28096      0.84709 GO_bp:go_regulation_of_postsynaptic_neurotransmitter_receptor_internalization
GO_bp:go_regulation_of_posts...9         SET      13      0.23635    0.0062348       0.2688      0.18963 GO_bp:go_regulation_of_postsynaptic_specialization_assembly
GO_bp:go_regulation_of_modif...1         SET       6      0.69233      0.01241      0.37469      0.03233 GO_bp:go_regulation_of_modification_of_postsynaptic_structure
GO_bp:go_postsynaptic_modula...          SET      16     -0.12121   -0.0035469      0.22934      0.70142 GO_bp:go_postsynaptic_modulation_of_chemical_synaptic_transmission
GO_bp:go_presynaptic_modulat...          SET      13       0.2041    0.0053842      0.24716      0.20446 GO_bp:go_presynaptic_modulation_of_chemical_synaptic_transmission
