# MEAN_SAMPLE_SIZE = 54162
# TOTAL_GENES = 18644
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_cc:go_calyx_of_held                   SET      24      0.28841     0.010341      0.18244     0.056965 GO_cc:go_calyx_of_held
GO_cc:go_dendritic_spine_head            SET       9      0.56139     0.012332      0.30635     0.033447 GO_cc:go_dendritic_spine_head
GO_cc:go_pinosome                        SET       8     0.077089    0.0015966      0.31323       0.4028 GO_cc:go_pinosome
GO_cc:go_nsl_complex                     SET       5     -0.30338   -0.0049677       0.3425      0.81213 GO_cc:go_nsl_complex
GO_cc:go_nuclear_pore_centra...          SET       6      0.25886    0.0046431      0.28215      0.17946 GO_cc:go_nuclear_pore_central_transport_channel
GO_cc:go_nuclear_pore_nuclea...          SET       7      0.20667    0.0040039      0.33316      0.26752 GO_cc:go_nuclear_pore_nuclear_basket
GO_cc:go_mll3_4_complex                  SET      10     -0.11863   -0.0027467      0.29519      0.65611 GO_cc:go_mll3_4_complex
GO_cc:go_autolysosome                    SET       8      -0.1098   -0.0022739      0.30269       0.6416 GO_cc:go_autolysosome
GO_cc:go_apical_cortex                   SET       6     -0.19566   -0.0035095       0.3201      0.72948 GO_cc:go_apical_cortex
GO_cc:go_basal_cortex                    SET       5     -0.32302   -0.0052892      0.37073       0.8082 GO_cc:go_basal_cortex
GO_cc:go_dihydrolipoyl_dehyd...          SET      11      0.22914    0.0055643      0.24935      0.17907 GO_cc:go_dihydrolipoyl_dehydrogenase_complex
GO_cc:go_oxoglutarate_dehydr...          SET       7       0.2448    0.0047426        0.304      0.21035 GO_cc:go_oxoglutarate_dehydrogenase_complex
GO_cc:go_pyruvate_dehydrogen...          SET       6     -0.19939   -0.0035764      0.28909      0.75481 GO_cc:go_pyruvate_dehydrogenase_complex
GO_cc:go_proton_transporting...2         SET       6       0.2112    0.0037883      0.31699      0.25262 GO_cc:go_proton_transporting_atp_synthase_complex_catalytic_core_f_1_
GO_cc:go_respiratory_chain_c...2         SET       6      0.13901    0.0024934      0.32792      0.33581 GO_cc:go_respiratory_chain_complex_ii
GO_cc:go_respiratory_chain_c...3         SET      10     -0.14453   -0.0033465       0.2185      0.74585 GO_cc:go_respiratory_chain_complex_iii
GO_cc:go_respiratory_chain_c...4         SET      14     -0.43621    -0.011949      0.19552      0.98715 GO_cc:go_respiratory_chain_complex_iv
GO_cc:go_mrna_editing_complex            SET       8      0.16685    0.0034556      0.25137      0.25342 GO_cc:go_mrna_editing_complex
GO_cc:go_lipopolysaccharide_...          SET       4      0.33503    0.0049069      0.46275      0.23454 GO_cc:go_lipopolysaccharide_receptor_complex
GO_cc:go_activin_receptor_co...          SET       7     -0.40804   -0.0079052      0.45331      0.81597 GO_cc:go_activin_receptor_complex
GO_cc:go_holliday_junction_r...          SET       5     -0.18594   -0.0030447      0.30701      0.72762 GO_cc:go_holliday_junction_resolvase_complex
GO_cc:go_signal_recognition_...1         SET       9      0.54499     0.011971      0.28194     0.026626 GO_cc:go_signal_recognition_particle
GO_cc:go_presynaptic_active_...3         SET      29     -0.11981   -0.0047217      0.14971      0.78822 GO_cc:go_presynaptic_active_zone_membrane
GO_cc:go_cytoskeleton_of_pre...          SET       6     0.056226    0.0010085      0.34986      0.43616 GO_cc:go_cytoskeleton_of_presynaptic_active_zone
GO_cc:go_cell_tip                        SET       7      0.31955    0.0061908      0.40618      0.21573 GO_cc:go_cell_tip
GO_cc:go_kinocilium                      SET       8     -0.56592    -0.011721      0.34932      0.94738 GO_cc:go_kinocilium
GO_cc:go_stereocilium_membra...          SET       5      0.16378    0.0026819      0.41555      0.34674 GO_cc:go_stereocilium_membrane
GO_cc:go_clathrin_sculpted_g...          SET       8     -0.28937   -0.0059931      0.32142      0.81601 GO_cc:go_clathrin_sculpted_gamma_aminobutyric_acid_transport_vesicle_membrane
GO_cc:go_micos_complex                   SET       7     -0.32753   -0.0063455      0.29394      0.86741 GO_cc:go_micos_complex
GO_cc:go_mitotic_spindle_ast...          SET       4      0.41232     0.006039      0.53041      0.21847 GO_cc:go_mitotic_spindle_astral_microtubule
GO_cc:go_gator2_complex                  SET      11     0.084815    0.0020596      0.22304      0.35188 GO_cc:go_gator2_complex
GO_cc:go_sperm_head                      SET      10      0.18752    0.0043419      0.27862      0.25046 GO_cc:go_sperm_head
GO_cc:go_collagen_containing...          SET     378    -0.044328   -0.0062476       0.0477      0.82363 GO_cc:go_collagen_containing_extracellular_matrix
GO_cc:go_extracellular_membr...          SET       6     -0.57995    -0.010403       0.3975      0.92771 GO_cc:go_extracellular_membrane_bounded_organelle
GO_cc:go_clathrin_sculpted_m...          SET       5    -0.073839   -0.0012091      0.36365      0.58045 GO_cc:go_clathrin_sculpted_monoamine_transport_vesicle
GO_cc:go_tight_junction                  SET     118     0.077237    0.0061254      0.08316      0.17651 GO_cc:go_tight_junction
GO_cc:go_shelterin_complex               SET       6      0.19318     0.003465       0.3514      0.29125 GO_cc:go_shelterin_complex
GO_cc:go_nonhomologous_end_j...          SET       9     -0.15593   -0.0034253      0.24438      0.73828 GO_cc:go_nonhomologous_end_joining_complex
GO_cc:go_elongin_complex                 SET       5      0.15982    0.0026171       0.3805      0.33723 GO_cc:go_elongin_complex
GO_cc:go_respirasome                     SET      87    -0.071355    -0.004863      0.09064      0.78442 GO_cc:go_respirasome
GO_cc:go_brca1_a_complex                 SET       6      0.32257    0.0057859      0.33702      0.16926 GO_cc:go_brca1_a_complex
GO_cc:go_pebow_complex                   SET       5      0.23671    0.0038759      0.32419      0.23265 GO_cc:go_pebow_complex
GO_cc:go_brisc_complex                   SET       4     -0.18317   -0.0026828       0.5048      0.64164 GO_cc:go_brisc_complex
GO_cc:go_risc_loading_complex            SET       9     -0.27491   -0.0060389      0.30538        0.816 GO_cc:go_risc_loading_complex
GO_cc:go_haus_complex                    SET       7      0.01818   0.00035222      0.29522      0.47545 GO_cc:go_haus_complex
GO_cc:go_fhf_complex                     SET       5     0.060009   0.00098262      0.34129      0.43021 GO_cc:go_fhf_complex
GO_cc:go_pre_snornp_complex              SET       6      0.23013    0.0041279      0.28356      0.20852 GO_cc:go_pre_snornp_complex
GO_cc:go_gamma_secretase_com...          SET       6     -0.40506   -0.0072655      0.35068      0.87596 GO_cc:go_gamma_secretase_complex
GO_cc:go_h3_histone_acetyltr...          SET       6      0.41728    0.0074847      0.31199     0.090545 GO_cc:go_h3_histone_acetyltransferase_complex
GO_cc:go_tertiary_granule                SET     153      0.24321     0.021942     0.070582    0.0002854 GO_cc:go_tertiary_granule
GO_cc:go_tertiary_granule_me...          SET      67      0.37822     0.022633      0.11266   0.00039458 GO_cc:go_tertiary_granule_membrane
GO_cc:go_core_mediator_compl...          SET       7     -0.14033   -0.0027187      0.32588      0.66662 GO_cc:go_core_mediator_complex
GO_cc:go_cell_body_fiber                 SET       7      0.29422    0.0057002      0.37532      0.21655 GO_cc:go_cell_body_fiber
GO_cc:go_crd_mediated_mrna_s...          SET       6     -0.21995   -0.0039453      0.49579      0.67134 GO_cc:go_crd_mediated_mrna_stability_complex
GO_cc:go_contractile_ring                SET      10     -0.57451    -0.013302      0.24006      0.99164 GO_cc:go_contractile_ring
GO_cc:go_endoplasmic_reticul...3         SET      21     0.045994    0.0015428       0.1583       0.3857 GO_cc:go_endoplasmic_reticulum_exit_site
GO_cc:go_u2_type_catalytic_s...          SET      30      0.12672    0.0050793       0.1513      0.20116 GO_cc:go_u2_type_catalytic_step_2_spliceosome
GO_cc:go_catalytic_step_1_sp...          SET       7      0.20869    0.0040431      0.32221       0.2586 GO_cc:go_catalytic_step_1_spliceosome
GO_cc:go_post_mrna_release_s...          SET       9     -0.14031   -0.0030821      0.24037       0.7203 GO_cc:go_post_mrna_release_spliceosomal_complex
GO_cc:go_smad_protein_complex            SET       7     -0.61376    -0.011891      0.34023      0.96437 GO_cc:go_smad_protein_complex
GO_cc:go_histone_pre_mrna_3_...          SET       6     -0.25082    -0.004499      0.32098      0.78272 GO_cc:go_histone_pre_mrna_3_end_processing_complex
GO_cc:go_translocon_complex              SET       4     0.033816   0.00049527      0.38552      0.46505 GO_cc:go_translocon_complex
GO_cc:go_invadopodium_membra...          SET       5      0.34151    0.0055921      0.38278      0.18616 GO_cc:go_invadopodium_membrane
GO_cc:go_clathrin_complex                SET       9     -0.28964   -0.0063624      0.32455      0.81391 GO_cc:go_clathrin_complex
GO_cc:go_integral_component_...1         SET       5      0.27559    0.0045126      0.34002      0.20883 GO_cc:go_integral_component_of_cytoplasmic_side_of_endoplasmic_reticulum_membrane
GO_cc:go_eukaryotic_translat...4         SET       7     -0.43958   -0.0085163      0.32529       0.9117 GO_cc:go_eukaryotic_translation_initiation_factor_3_complex_eif3m
GO_cc:go_pi_body                         SET       7     -0.14351   -0.0027804      0.35467      0.65713 GO_cc:go_pi_body
GO_cc:go_pip_body                        SET       5      0.38007    0.0062235      0.44736      0.19778 GO_cc:go_pip_body
GO_cc:go_lubac_complex                   SET       5       0.7788     0.012752      0.48315     0.053501 GO_cc:go_lubac_complex
GO_cc:go_mmxd_complex                    SET       4     0.008117   0.00011888      0.40502      0.49201 GO_cc:go_mmxd_complex
GO_cc:go_ragulator_complex               SET       6      0.32121    0.0057615       0.3213      0.15873 GO_cc:go_ragulator_complex
GO_cc:go_ptw_pp1_phosphatase...          SET       7      0.45621    0.0088385      0.34715     0.094403 GO_cc:go_ptw_pp1_phosphatase_complex
GO_cc:go_er_membrane_inserti...          SET       4     0.013968   0.00020457      0.33692      0.48347 GO_cc:go_er_membrane_insertion_complex
GO_cc:go_msl_complex                     SET       3      0.67746    0.0085932      0.61179      0.13408 GO_cc:go_msl_complex
GO_cc:go_er_membrane_protein...          SET       8     -0.16975   -0.0035156      0.26898        0.736 GO_cc:go_er_membrane_protein_complex
GO_cc:go_nlrp3_inflammasome_...          SET       6      0.28181    0.0050548      0.33548      0.20046 GO_cc:go_nlrp3_inflammasome_complex
GO_cc:go_box_h_aca_rnp_compl...          SET       4      0.30592    0.0044805      0.33836      0.18297 GO_cc:go_box_h_aca_rnp_complex
GO_cc:go_trna_splicing_ligas...          SET       8     -0.85032    -0.017611      0.31736      0.99631 GO_cc:go_trna_splicing_ligase_complex
GO_cc:go_meiotic_spindle                 SET      10      0.12622    0.0029224      0.23557      0.29605 GO_cc:go_meiotic_spindle
GO_cc:go_u2af                            SET       4      -0.3518   -0.0051525      0.44878      0.78344 GO_cc:go_u2af
GO_cc:go_spanning_component_...1         SET       8    -0.034689  -0.00071843      0.33834      0.54083 GO_cc:go_spanning_component_of_membrane
GO_cc:go_flemming_body                   SET      27     -0.13241   -0.0050354      0.17853      0.77086 GO_cc:go_flemming_body
GO_cc:go_rna_polymerase_ii_t...2         SET       5    -0.063868   -0.0010458      0.38011      0.56672 GO_cc:go_rna_polymerase_ii_transcription_repressor_complex
GO_cc:go_rna_polymerase_iii_...2         SET      12      0.34783    0.0088218      0.22449     0.060654 GO_cc:go_rna_polymerase_iii_transcription_factor_complex
GO_cc:go_box_h_aca_telomeras...          SET       3     0.061023   0.00077404      0.44074      0.44494 GO_cc:go_box_h_aca_telomerase_rnp_complex
GO_cc:go_growth_cone_part                SET      15    -0.092963   -0.0026359      0.22191      0.66236 GO_cc:go_growth_cone_part
GO_cc:go_site_of_dna_damage              SET      68      0.09003    0.0054274      0.10735      0.20084 GO_cc:go_site_of_dna_damage
GO_cc:go_mpp7_dlg1_lin7_comp...          SET       5     -0.26534   -0.0043449      0.43053      0.73115 GO_cc:go_mpp7_dlg1_lin7_complex
GO_cc:go_bcl_2_family_protei...          SET       6      0.30478    0.0054668       0.3299      0.17779 GO_cc:go_bcl_2_family_protein_complex
GO_cc:go_nuclear_stress_gran...          SET       5      -0.4303    -0.007046      0.34521       0.8937 GO_cc:go_nuclear_stress_granule
GO_cc:go_tetraspanin_enriche...          SET       8      0.28962    0.0059982      0.29921      0.16654 GO_cc:go_tetraspanin_enriched_microdomain
GO_cc:go_alveolar_lamellar_b...          SET       6      -0.1336   -0.0023963       0.3437      0.65125 GO_cc:go_alveolar_lamellar_body
GO_cc:go_sperm_annulus                   SET       5     -0.51942   -0.0085052      0.34219      0.93547 GO_cc:go_sperm_annulus
GO_cc:go_r2tp_complex                    SET       5      0.09309    0.0015243       0.3307      0.38917 GO_cc:go_r2tp_complex
GO_cc:go_ripoptosome                     SET       6     0.024673   0.00044255      0.43526       0.4774 GO_cc:go_ripoptosome
GO_cc:go_cia_complex                     SET       5     0.078534    0.0012859       0.4075      0.42359 GO_cc:go_cia_complex
GO_cc:go_lewy_body                       SET       8      0.27915    0.0057814      0.23293      0.11539 GO_cc:go_lewy_body
GO_cc:go_neurofibrillary_tan...          SET       5       3.0207     0.049463      0.50078   8.2625e-10 GO_cc:go_neurofibrillary_tangle
GO_cc:go_tubular_endosome                SET       5       0.6674     0.010928      0.44984     0.068962 GO_cc:go_tubular_endosome
GO_cc:go_microtubule_bundle              SET       6     -0.14036   -0.0025175      0.30762       0.6759 GO_cc:go_microtubule_bundle
GO_cc:go_mitotic_spindle_pole            SET      24     -0.16029   -0.0057473      0.17809      0.81595 GO_cc:go_mitotic_spindle_pole
GO_cc:go_dense_body                      SET       6     0.078298    0.0014044      0.36274      0.41455 GO_cc:go_dense_body
GO_cc:go_basal_dendrite                  SET       7      -0.1245   -0.0024119      0.37097      0.63141 GO_cc:go_basal_dendrite
GO_cc:go_sorting_endosome                SET       6      0.82278     0.014758      0.33111    0.0064834 GO_cc:go_sorting_endosome
GO_cc:go_dendritic_tree                  SET     556     0.083218     0.014155     0.038331     0.014971 GO_cc:go_dendritic_tree
GO_cc:go_astrocyte_projection            SET      12      0.08725    0.0022129      0.26568       0.3713 GO_cc:go_astrocyte_projection
GO_cc:go_astrocyte_end_foot              SET       5      0.36249    0.0059356      0.42246      0.19544 GO_cc:go_astrocyte_end_foot
GO_cc:go_ribbon_synapse                  SET       9      0.15434    0.0033902      0.32265      0.31621 GO_cc:go_ribbon_synapse
GO_cc:go_multivesicular_body...1         SET       5    -0.064864   -0.0010621      0.36968      0.56964 GO_cc:go_multivesicular_body_lumen
GO_cc:go_cardiac_myofibril               SET       7      0.46891    0.0090845      0.32985     0.077581 GO_cc:go_cardiac_myofibril
GO_cc:go_sperm_plasma_membra...          SET       5     -0.13737   -0.0022493       0.4038      0.63314 GO_cc:go_sperm_plasma_membrane
GO_cc:go_ciliary_transition_...1         SET       9      -0.5344    -0.011739       0.3243       0.9503 GO_cc:go_ciliary_transition_fiber
GO_cc:go_transcriptional_pre...          SET       7      0.23988    0.0046474      0.41608      0.28213 GO_cc:go_transcriptional_preinitiation_complex
GO_cc:go_g_protein_coupled_r...1         SET       9     0.081922    0.0017995      0.31883      0.39861 GO_cc:go_g_protein_coupled_receptor_complex
GO_cc:go_phosphatidylinosito...2         SET       5     -0.79384    -0.012999      0.46575      0.95584 GO_cc:go_phosphatidylinositol_3_kinase_complex_class_i
GO_cc:go_9plus2_motile_cilium            SET      92   -0.0047038  -0.00032962     0.090669      0.52069 GO_cc:go_9plus2_motile_cilium
GO_cc:go_non_motile_cilium               SET     128      -0.0971   -0.0080181     0.077213      0.89572 GO_cc:go_non_motile_cilium
GO_cc:go_9plus0_non_motile_c...          SET      96    -0.049785   -0.0035633     0.088165      0.71385 GO_cc:go_9plus0_non_motile_cilium
GO_cc:go_atpase_dependent_tr...          SET      21     -0.22139   -0.0074263        0.191      0.87678 GO_cc:go_atpase_dependent_transmembrane_transport_complex
GO_cc:go_deuterosome                     SET       5      -0.1428   -0.0023383      0.33568      0.66473 GO_cc:go_deuterosome
GO_cc:go_cytoplasmic_side_of...1         SET      13     0.032882     0.000868      0.20047      0.43486 GO_cc:go_cytoplasmic_side_of_endoplasmic_reticulum_membrane
GO_cc:go_cytoplasmic_side_of...4         SET       5     -0.16917     -0.00277      0.26435      0.73889 GO_cc:go_cytoplasmic_side_of_rough_endoplasmic_reticulum_membrane
GO_cc:go_intrinsic_component...16        SET      45     0.034688    0.0017022      0.13452      0.39826 GO_cc:go_intrinsic_component_of_synaptic_vesicle_membrane
GO_cc:go_cytoplasmic_side_of...2         SET       6      0.12809    0.0022976      0.36894      0.36423 GO_cc:go_cytoplasmic_side_of_lysosomal_membrane
GO_cc:go_basement_membrane_c...          SET       6      0.38252    0.0068612      0.42261      0.18271 GO_cc:go_basement_membrane_collagen_trimer
GO_cc:go_photoreceptor_ribbo...          SET       5      0.21486    0.0035182      0.40807      0.29927 GO_cc:go_photoreceptor_ribbon_synapse
GO_cc:go_schaffer_collateral...          SET      76    -0.038841   -0.0024749      0.10365      0.64607 GO_cc:go_schaffer_collateral__ca1_synapse
GO_cc:go_hippocampal_mossy_f...          SET      31      0.09189     0.003744      0.15546      0.27723 GO_cc:go_hippocampal_mossy_fiber_to_ca3_synapse
GO_cc:go_parallel_fiber_to_p...          SET      15     0.094481    0.0026789      0.22922       0.3401 GO_cc:go_parallel_fiber_to_purkinje_cell_synapse
GO_cc:go_glycinergic_synapse             SET       5     -0.19588   -0.0032075      0.33214      0.72232 GO_cc:go_glycinergic_synapse
GO_cc:go_dopaminergic_synapse            SET      13      0.35442    0.0093558      0.23747     0.067796 GO_cc:go_dopaminergic_synapse
GO_cc:go_respiratory_chain_c...1         SET      73     -0.14712    -0.009188     0.099354      0.93065 GO_cc:go_respiratory_chain_complex
GO_cc:go_whole_membrane                  SET    1565     0.086876     0.024091     0.023032   8.1267e-05 GO_cc:go_whole_membrane
GO_cc:go_endoplasmic_reticul...12        SET       5     -0.33343   -0.0054597      0.43437      0.77864 GO_cc:go_endoplasmic_reticulum_tubular_network_membrane
GO_cc:go_presynaptic_active_...2         SET      16      0.14298    0.0041868      0.23535      0.27176 GO_cc:go_presynaptic_active_zone_cytoplasmic_component
GO_cc:go_presynaptic_endocyt...          SET       8      0.93879     0.019443      0.34649    0.0033735 GO_cc:go_presynaptic_endocytic_zone
GO_cc:go_postsynaptic_recycl...          SET       5      -1.1468    -0.018779      0.59875      0.97227 GO_cc:go_postsynaptic_recycling_endosome
GO_cc:go_postsynaptic_densit...2         SET      73     0.049291    0.0030784      0.11017       0.3273 GO_cc:go_postsynaptic_density_membrane
GO_cc:go_postsynaptic_endocy...          SET       8     0.035943    0.0007444      0.33179      0.45687 GO_cc:go_postsynaptic_endocytic_zone
GO_cc:go_postsynaptic_endoso...          SET      12     -0.33773   -0.0085656      0.31501      0.85816 GO_cc:go_postsynaptic_endosome
GO_cc:go_postsynaptic_actin_...          SET       5       0.3473    0.0056869      0.42376      0.20623 GO_cc:go_postsynaptic_actin_cytoskeleton
GO_cc:go_neurotransmitter_re...          SET      51    -0.038539   -0.0020129      0.12695      0.61927 GO_cc:go_neurotransmitter_receptor_complex
GO_cc:go_extrinsic_component...12        SET       6       1.2522      0.02246      0.43464    0.0019853 GO_cc:go_extrinsic_component_of_presynaptic_membrane
GO_cc:go_intrinsic_component...14        SET      83     -0.10316   -0.0068677      0.10298      0.84174 GO_cc:go_intrinsic_component_of_presynaptic_membrane
GO_cc:go_extrinsic_component...10        SET       8      0.26676    0.0055247       0.3444      0.21931 GO_cc:go_extrinsic_component_of_postsynaptic_membrane
GO_cc:go_extrinsic_component...11        SET       5      0.54618    0.0089434       0.4334       0.1038 GO_cc:go_extrinsic_component_of_postsynaptic_specialization_membrane
GO_cc:go_intrinsic_component...11        SET     118   -0.0058453  -0.00046357     0.086604      0.52691 GO_cc:go_intrinsic_component_of_postsynaptic_membrane
GO_cc:go_intrinsic_component...13        SET      18     -0.22594   -0.0070172       0.2168      0.85133 GO_cc:go_intrinsic_component_of_presynaptic_active_zone_membrane
GO_cc:go_intrinsic_component...12        SET      75   -0.0057138  -0.00036168      0.10768      0.52116 GO_cc:go_intrinsic_component_of_postsynaptic_specialization_membrane
GO_cc:go_glutamatergic_synap...          SET     330      0.12787     0.016861     0.050807     0.005928 GO_cc:go_glutamatergic_synapse
GO_cc:go_cholinergic_synapse             SET       9     -0.10171   -0.0022342      0.32949      0.62122 GO_cc:go_cholinergic_synapse
GO_cc:go_gaba_ergic_synapse              SET      66      0.11253    0.0066834      0.11713      0.16837 GO_cc:go_gaba_ergic_synapse
GO_cc:go_neuron_to_neuron_sy...          SET     324     0.075462    0.0098614     0.049607     0.064112 GO_cc:go_neuron_to_neuron_synapse
GO_cc:go_asymmetric_glutamat...          SET       3    -0.033318  -0.00042261      0.59677      0.52226 GO_cc:go_asymmetric_glutamatergic_excitatory_synapse
GO_cc:go_neuronal_dense_core...          SET       6      0.12912     0.002316      0.38408      0.36837 GO_cc:go_neuronal_dense_core_vesicle
GO_cc:go_anchored_component_...7         SET      13      0.03803    0.0010039      0.23446      0.43558 GO_cc:go_anchored_component_of_synaptic_vesicle_membrane
GO_cc:go_tethering_complex               SET      65     0.029078     0.001714      0.10442      0.39033 GO_cc:go_tethering_complex
GO_cc:go_anchored_component_...4         SET       5     -0.29212   -0.0047833      0.48301      0.72734 GO_cc:go_anchored_component_of_postsynaptic_membrane
GO_cc:go_anchored_component_...5         SET       8    -0.080341   -0.0016639        0.344      0.59233 GO_cc:go_anchored_component_of_presynaptic_membrane
GO_cc:go_integral_component_...2         SET      14      -0.2337   -0.0064019      0.24731      0.82766 GO_cc:go_integral_component_of_presynaptic_active_zone_membrane
GO_cc:go_borc_complex                    SET       8      0.13204    0.0027346      0.25954      0.30547 GO_cc:go_borc_complex
GO_cc:go_supramolecular_comp...          SET     877    0.0033969   0.00071922     0.032258      0.45807 GO_cc:go_supramolecular_complex
GO_cc:go_synaptonemal_struct...          SET      35     0.051002    0.0022078      0.14034      0.35815 GO_cc:go_synaptonemal_structure
GO_cc:go_postsynaptic_specia...1         SET      19      0.36283     0.011577      0.21654      0.04692 GO_cc:go_postsynaptic_specialization_intracellular_component
GO_cc:go_postsynaptic_densit...1         SET      15      0.41428     0.011747      0.24638     0.046345 GO_cc:go_postsynaptic_density_intracellular_component
GO_cc:go_anchored_component_...6         SET      11     -0.21052   -0.0051121      0.30183      0.75724 GO_cc:go_anchored_component_of_synaptic_membrane
GO_cc:go_intrinsic_component...10        SET      54     0.041083    0.0022079      0.12985      0.37585 GO_cc:go_intrinsic_component_of_postsynaptic_density_membrane
GO_cc:go_extrinsic_component...9         SET       4      0.43841    0.0064211      0.52597      0.20228 GO_cc:go_extrinsic_component_of_postsynaptic_density_membrane
GO_cc:go_intrinsic_component...15        SET     161    -0.050758   -0.0046965     0.073582      0.75484 GO_cc:go_intrinsic_component_of_synaptic_membrane
GO_cc:go_extrinsic_component...13        SET      12      0.51831     0.013146      0.28011     0.032141 GO_cc:go_extrinsic_component_of_synaptic_membrane
GO_cc:go_polymeric_cytoskele...          SET     659    -0.014751   -0.0027238     0.037157      0.65431 GO_cc:go_polymeric_cytoskeletal_fiber
GO_cc:go_region_of_cytosol               SET      24     0.073255    0.0026267      0.18968      0.34967 GO_cc:go_region_of_cytosol
GO_cc:go_presynaptic_cytosol             SET      13    -0.028227  -0.00074512      0.26729      0.54205 GO_cc:go_presynaptic_cytosol
GO_cc:go_postsynaptic_cytosol            SET      17     0.041804    0.0012618      0.21965      0.42453 GO_cc:go_postsynaptic_cytosol
GO_cc:go_presynaptic_cytoske...          SET       8       0.3568    0.0073895      0.29482      0.11311 GO_cc:go_presynaptic_cytoskeleton
GO_cc:go_postsynaptic_cytosk...          SET       7      0.13322     0.002581      0.33156      0.34392 GO_cc:go_postsynaptic_cytoskeleton
GO_cc:go_postsynaptic_specia...2         SET      97     0.013172   0.00094762     0.093449      0.44396 GO_cc:go_postsynaptic_specialization_membrane
GO_cc:go_ficolin_1_rich_gran...1         SET     122    -0.068585     -0.00553     0.073778      0.82371 GO_cc:go_ficolin_1_rich_granule
GO_cc:go_ficolin_1_rich_gran...2         SET      58      0.48186     0.026835      0.12223   4.0552e-05 GO_cc:go_ficolin_1_rich_granule_membrane
GO_cc:go_chaperone_complex               SET      21    -0.056225    -0.001886       0.1675      0.63144 GO_cc:go_chaperone_complex
GO_cc:go_nuclear_membrane_pr...          SET      11      0.15867     0.003853      0.25534      0.26717 GO_cc:go_nuclear_membrane_protein_complex
GO_cc:go_centriolar_subdista...          SET       8      -0.2334   -0.0048338      0.27746      0.79987 GO_cc:go_centriolar_subdistal_appendage
GO_cc:go_neuron_projection_c...          SET      76     -0.12967   -0.0082625     0.094338      0.91536 GO_cc:go_neuron_projection_cytoplasm
GO_cc:go_sm_like_protein_fam...          SET      67     0.085028    0.0050881      0.10742      0.21431 GO_cc:go_sm_like_protein_family_complex
GO_cc:go_lsm2_8_complex                  SET       7      0.39233    0.0076008      0.30081     0.096082 GO_cc:go_lsm2_8_complex
GO_cc:go_kicstor_complex                 SET       5      0.28124    0.0046051       0.3214      0.19078 GO_cc:go_kicstor_complex
GO_cc:go_distal_axon                     SET     261     0.043596    0.0051221     0.056873      0.22168 GO_cc:go_distal_axon
GO_cc:go_serine_threonine_pr...          SET      79     -0.01539  -0.00099968     0.097805      0.56251 GO_cc:go_serine_threonine_protein_kinase_complex
GO_cc:go_calcitonin_family_r...          SET       5     -0.15209   -0.0024904      0.40633      0.64591 GO_cc:go_calcitonin_family_receptor_complex
GO_cc:go_peptidase_inhibitor...          SET       5     -0.65999    -0.010807      0.46139       0.9237 GO_cc:go_peptidase_inhibitor_complex
GO_cc:go_tertiary_granule_lu...          SET      52    -0.079464   -0.0041909      0.11203      0.76093 GO_cc:go_tertiary_granule_lumen
GO_cc:go_endonuclease_complex            SET      29     0.074732    0.0029452      0.15738      0.31745 GO_cc:go_endonuclease_complex
GO_cc:go_peptidase_complex               SET      86     -0.10391   -0.0070411     0.088084      0.88092 GO_cc:go_peptidase_complex
GO_cc:go_endopeptidase_compl...          SET      66     -0.13626   -0.0080932       0.1014      0.91049 GO_cc:go_endopeptidase_complex
GO_cc:go_mitotic_spindle_mid...          SET      12      0.13091    0.0033202      0.27338      0.31602 GO_cc:go_mitotic_spindle_midzone
GO_cc:go_periciliary_membran...          SET       5      0.11229    0.0018388       0.4174      0.39395 GO_cc:go_periciliary_membrane_compartment
GO_cc:go_spermatoproteasome_...          SET       5      0.31966    0.0052342      0.34617      0.17791 GO_cc:go_spermatoproteasome_complex
GO_cc:go_messenger_ribonucle...          SET       9      0.18714    0.0041107      0.33566      0.28859 GO_cc:go_messenger_ribonucleoprotein_complex
GO_cc:go_gator1_complex                  SET       6      0.36347    0.0065195      0.29862      0.11178 GO_cc:go_gator1_complex
GO_cc:go_uniplex_complex                 SET       5      0.21887    0.0035838      0.40992       0.2967 GO_cc:go_uniplex_complex
GO_cc:go_atg1_ulk1_kinase_co...          SET       8      0.41051     0.008502      0.34348      0.11602 GO_cc:go_atg1_ulk1_kinase_complex
GO_cc:go_3m_complex                      SET       5     -0.36323   -0.0059477      0.31285      0.87718 GO_cc:go_3m_complex
GO_cc:go_l_type_voltage_gate...          SET      12     -0.27506   -0.0069762      0.30281      0.81815 GO_cc:go_l_type_voltage_gated_calcium_channel_complex
GO_cc:go_hfe_transferrin_rec...          SET       8      -0.1049   -0.0021726       0.2581      0.65779 GO_cc:go_hfe_transferrin_receptor_complex
GO_cc:go_lsm1_7_pat1_complex             SET       5      0.67686     0.011083      0.36142     0.030559 GO_cc:go_lsm1_7_pat1_complex
GO_cc:go_microvesicle                    SET       3      0.26653    0.0033808      0.52779      0.30679 GO_cc:go_microvesicle
GO_cc:go_earp_complex                    SET       5      0.55509    0.0090894      0.36449     0.063897 GO_cc:go_earp_complex
GO_cc:go_beta_catenin_tcf_co...          SET      11     -0.02406  -0.00058427      0.25734      0.53724 GO_cc:go_beta_catenin_tcf_complex
