# MEAN_SAMPLE_SIZE = 54162
# TOTAL_GENES = 18644
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:huang_foxa...2         SET      47     0.041131    0.0020626      0.14333      0.38707 Curated_gene_sets:huang_foxa2_targets_up
Curated_gene_sets:huang_foxa...1         SET      35    -0.085714   -0.0037104        0.145      0.72278 Curated_gene_sets:huang_foxa2_targets_dn
Curated_gene_sets:masri_resi...2         SET      16      0.12857    0.0037648      0.25601      0.30777 Curated_gene_sets:masri_resistance_to_tamoxifen_and_aromatase_inhibitors_up
Curated_gene_sets:masri_resi...1         SET      18      0.13574    0.0042159      0.20832      0.25733 Curated_gene_sets:masri_resistance_to_tamoxifen_and_aromatase_inhibitors_dn
Curated_gene_sets:mishra_car...2         SET      21     0.033724    0.0011312      0.17416      0.42323 Curated_gene_sets:mishra_carcinoma_associated_fibroblast_up
Curated_gene_sets:mccabe_hox...4         SET       8      0.55386     0.011471      0.35676     0.060281 Curated_gene_sets:mccabe_hoxc6_targets_up
Curated_gene_sets:mccabe_hox...3         SET      21    0.0016021    5.374e-05      0.21913      0.49708 Curated_gene_sets:mccabe_hoxc6_targets_dn
Curated_gene_sets:ting_silen...          SET      31      0.11223    0.0045727      0.15598      0.23592 Curated_gene_sets:ting_silenced_by_dicer
Curated_gene_sets:boyerinas_...          SET      10     0.067584    0.0015648       0.3333      0.41966 Curated_gene_sets:boyerinas_oncofetal_targets_of_let7a1
Curated_gene_sets:mccabe_hox...2         SET      24      0.15984    0.0057312      0.18724      0.19665 Curated_gene_sets:mccabe_hoxc6_targets_cancer_up
Curated_gene_sets:mccabe_hox...1         SET      19     0.061441    0.0019604      0.20556      0.38251 Curated_gene_sets:mccabe_hoxc6_targets_cancer_dn
Curated_gene_sets:molenaar_t...2         SET      62    -0.050081   -0.0028833      0.11208       0.6725 Curated_gene_sets:molenaar_targets_of_ccnd1_and_cdk4_up
Curated_gene_sets:molenaar_t...1         SET      53     0.092432    0.0049213      0.11592      0.21263 Curated_gene_sets:molenaar_targets_of_ccnd1_and_cdk4_dn
Curated_gene_sets:acevedo_no...2         SET     162     0.028605    0.0026549     0.064512      0.32874 Curated_gene_sets:acevedo_normal_tissue_adjacent_to_liver_tumor_up
Curated_gene_sets:acevedo_no...1         SET     340     0.038101    0.0050982     0.044908      0.19811 Curated_gene_sets:acevedo_normal_tissue_adjacent_to_liver_tumor_dn
Curated_gene_sets:acevedo_li...2         SET     911     0.037255    0.0080317     0.028719     0.097289 Curated_gene_sets:acevedo_liver_cancer_up
Curated_gene_sets:acevedo_li...1         SET     523    -0.027575   -0.0045533     0.037656        0.768 Curated_gene_sets:acevedo_liver_cancer_dn
Curated_gene_sets:acevedo_li...8         SET     816     0.013114     0.002683     0.029611      0.32893 Curated_gene_sets:acevedo_liver_tumor_vs_normal_adjacent_tissue_up
Curated_gene_sets:acevedo_li...7         SET     262     0.042207    0.0049683     0.051294       0.2053 Curated_gene_sets:acevedo_liver_tumor_vs_normal_adjacent_tissue_dn
Curated_gene_sets:acevedo_li...4         SET     240    -0.026971   -0.0030404     0.064838      0.66128 Curated_gene_sets:acevedo_liver_cancer_with_h3k27me3_up
Curated_gene_sets:acevedo_li...3         SET     169      0.14744     0.013974     0.071481     0.019583 Curated_gene_sets:acevedo_liver_cancer_with_h3k27me3_dn
Curated_gene_sets:acevedo_li...6         SET     119     0.040341    0.0032127     0.085709      0.31894 Curated_gene_sets:acevedo_liver_cancer_with_h3k9me3_up
Curated_gene_sets:acevedo_li...5         SET     104     -0.11653   -0.0086795     0.085777      0.91285 Curated_gene_sets:acevedo_liver_cancer_with_h3k9me3_dn
Curated_gene_sets:acevedo_me...          SET     719    -0.033403   -0.0064322     0.035843      0.82431 Curated_gene_sets:acevedo_methylated_in_liver_cancer_dn
Curated_gene_sets:mitsiades_...2         SET     413    -0.073942    -0.010883     0.043781      0.95437 Curated_gene_sets:mitsiades_response_to_aplidin_up
Curated_gene_sets:mitsiades_...1         SET     241    -0.026018   -0.0029389     0.056119      0.67853 Curated_gene_sets:mitsiades_response_to_aplidin_dn
Curated_gene_sets:hoque_meth...          SET      55    -0.091075   -0.0049395      0.11815       0.7796 Curated_gene_sets:hoque_methylated_in_cancer
Curated_gene_sets:nadella_pr...2         SET       9     -0.20687   -0.0045442      0.29282      0.76005 Curated_gene_sets:nadella_prkar1a_targets_up
Curated_gene_sets:nadella_pr...1         SET       6     -0.42581   -0.0076378      0.36507      0.87826 Curated_gene_sets:nadella_prkar1a_targets_dn
Curated_gene_sets:sagiv_cd24...2         SET      22    -0.089234   -0.0030636      0.17043      0.69972 Curated_gene_sets:sagiv_cd24_targets_up
Curated_gene_sets:sagiv_cd24...1         SET      45    -0.070982   -0.0034831       0.1289      0.70908 Curated_gene_sets:sagiv_cd24_targets_dn
Curated_gene_sets:smid_breas...14        SET      35    -0.045725   -0.0019794      0.15488      0.61609 Curated_gene_sets:smid_breast_cancer_relapse_in_brain_up
Curated_gene_sets:smid_breas...13        SET      75   -0.0075733  -0.00047938      0.10308      0.52928 Curated_gene_sets:smid_breast_cancer_relapse_in_brain_dn
Curated_gene_sets:smid_breas...12        SET      90      -0.2323    -0.016102     0.094876      0.99282 Curated_gene_sets:smid_breast_cancer_relapse_in_bone_up
Curated_gene_sets:smid_breas...11        SET     282      0.08279     0.010105     0.055061     0.066349 Curated_gene_sets:smid_breast_cancer_relapse_in_bone_dn
Curated_gene_sets:smid_breas...18        SET      21      -0.1988   -0.0066685      0.19707      0.84345 Curated_gene_sets:smid_breast_cancer_relapse_in_lung_up
Curated_gene_sets:smid_breas...17        SET      37     -0.10391   -0.0046245      0.14912      0.75703 Curated_gene_sets:smid_breast_cancer_relapse_in_lung_dn
Curated_gene_sets:smid_breas...16        SET       6    -0.047389  -0.00085002      0.29201      0.56446 Curated_gene_sets:smid_breast_cancer_relapse_in_liver_up
Curated_gene_sets:smid_breas...15        SET      11     -0.55749    -0.013538      0.25754      0.98479 Curated_gene_sets:smid_breast_cancer_relapse_in_liver_dn
Curated_gene_sets:smid_breas...20        SET       6     -0.36174   -0.0064886      0.45458      0.78691 Curated_gene_sets:smid_breast_cancer_relapse_in_pleura_up
Curated_gene_sets:smid_breas...19        SET      25       0.1003    0.0036704      0.17006      0.27767 Curated_gene_sets:smid_breast_cancer_relapse_in_pleura_dn
Curated_gene_sets:smid_breas...8         SET     157     0.018237    0.0016665     0.071635      0.39953 Curated_gene_sets:smid_breast_cancer_luminal_b_up
Curated_gene_sets:smid_breas...7         SET     514     0.052489    0.0085945     0.041655      0.10383 Curated_gene_sets:smid_breast_cancer_luminal_b_dn
Curated_gene_sets:smid_breas...6         SET      79     0.017078    0.0011094      0.10488      0.43533 Curated_gene_sets:smid_breast_cancer_luminal_a_up
Curated_gene_sets:smid_breas...5         SET      16     -0.44078    -0.012907      0.19735      0.98724 Curated_gene_sets:smid_breast_cancer_luminal_a_dn
Curated_gene_sets:smid_breas...4         SET     133     0.016151    0.0013593     0.074135      0.41377 Curated_gene_sets:smid_breast_cancer_erbb2_up
Curated_gene_sets:smid_breas...3         SET       5      -0.2051   -0.0033584      0.48542      0.66368 Curated_gene_sets:smid_breast_cancer_erbb2_dn
Curated_gene_sets:smid_breas...10        SET     436     0.047522     0.007182     0.043897       0.1395 Curated_gene_sets:smid_breast_cancer_normal_like_up
Curated_gene_sets:smid_breas...9         SET       6     -0.37488   -0.0067243      0.40231      0.82428 Curated_gene_sets:smid_breast_cancer_normal_like_dn
Curated_gene_sets:smid_breas...2         SET     606     -0.01761    -0.003123     0.037048      0.68272 Curated_gene_sets:smid_breast_cancer_basal_up
Curated_gene_sets:smid_breas...1         SET     654    -0.043046   -0.0079196     0.036704      0.87955 Curated_gene_sets:smid_breast_cancer_basal_dn
Curated_gene_sets:kumamoto_r...2         SET       8     -0.10802   -0.0022371      0.29451       0.6431 Curated_gene_sets:kumamoto_response_to_nutlin_3a_up
Curated_gene_sets:kumamoto_r...1         SET      10     -0.22266   -0.0051554      0.23149      0.83192 Curated_gene_sets:kumamoto_response_to_nutlin_3a_dn
Curated_gene_sets:ito_pttg1_...2         SET      12      0.28662    0.0072695      0.21505     0.091307 Curated_gene_sets:ito_pttg1_targets_up
Curated_gene_sets:ito_pttg1_...1         SET       9      0.50951     0.011192      0.26108     0.025504 Curated_gene_sets:ito_pttg1_targets_dn
Curated_gene_sets:le_ski_tar...2         SET      17     0.056712    0.0017118      0.26401      0.41496 Curated_gene_sets:le_ski_targets_up
Curated_gene_sets:le_ski_tar...1         SET       7     -0.25691   -0.0049772      0.40416       0.7375 Curated_gene_sets:le_ski_targets_dn
Curated_gene_sets:bonome_ova...2         SET      29      0.16115     0.006351      0.17197      0.17436 Curated_gene_sets:bonome_ovarian_cancer_poor_survival_up
Curated_gene_sets:bonome_ova...1         SET      20     -0.06693    -0.002191      0.18901      0.63837 Curated_gene_sets:bonome_ovarian_cancer_poor_survival_dn
Curated_gene_sets:bonome_ova...3         SET     225     0.069149    0.0075507     0.059476       0.1225 Curated_gene_sets:bonome_ovarian_cancer_survival_optimal_debulking
Curated_gene_sets:bonome_ova...4         SET     471     0.048905    0.0076745     0.039818      0.10969 Curated_gene_sets:bonome_ovarian_cancer_survival_suboptimal_debulking
Curated_gene_sets:gali_tp53_...2         SET       8     -0.25272   -0.0052339      0.31075      0.79195 Curated_gene_sets:gali_tp53_targets_apoptotic_up
Curated_gene_sets:gali_tp53_...1         SET       6     -0.20002   -0.0035877      0.30429      0.74451 Curated_gene_sets:gali_tp53_targets_apoptotic_dn
Curated_gene_sets:moserle_if...          SET      31      0.21439    0.0087352      0.16611     0.098416 Curated_gene_sets:moserle_ifna_response
Curated_gene_sets:mcgarvey_s...          SET      41    -0.041977   -0.0019664      0.14809      0.61159 Curated_gene_sets:mcgarvey_silenced_by_methylation_in_colon_cancer
Curated_gene_sets:wilson_pro...2         SET      20     -0.20755   -0.0067942      0.21346      0.83454 Curated_gene_sets:wilson_proteases_at_tumor_bone_interface_up
Curated_gene_sets:wilson_pro...1         SET       5     0.037578   0.00061531       0.4315       0.4653 Curated_gene_sets:wilson_proteases_at_tumor_bone_interface_dn
Curated_gene_sets:weber_meth...2         SET       6   -0.0011695  -2.0977e-05      0.35537      0.50131 Curated_gene_sets:weber_methylated_hcp_in_fibroblast_up
Curated_gene_sets:weber_meth...1         SET      38     -0.15447    -0.006967      0.14408      0.85817 Curated_gene_sets:weber_methylated_hcp_in_fibroblast_dn
Curated_gene_sets:weber_meth...3         SET      27    -0.023317  -0.00088671      0.16401      0.55653 Curated_gene_sets:weber_methylated_hcp_in_sperm_dn
Curated_gene_sets:weber_meth...4         SET      17     -0.34788      -0.0105      0.22986      0.93491 Curated_gene_sets:weber_methylated_hcp_in_sperm_up
Curated_gene_sets:basso_hair...2         SET      76     0.043885    0.0027963      0.10525      0.33836 Curated_gene_sets:basso_hairy_cell_leukemia_up
Curated_gene_sets:basso_hair...1         SET       5     -0.13303   -0.0021783      0.38751      0.63431 Curated_gene_sets:basso_hairy_cell_leukemia_dn
Curated_gene_sets:toyota_tar...          SET     421   -0.0028817  -0.00042812      0.04185      0.52745 Curated_gene_sets:toyota_targets_of_mir34b_and_mir34c
Curated_gene_sets:izadpanah_...2         SET     121     0.059374    0.0047678     0.081096      0.23204 Curated_gene_sets:izadpanah_stem_cell_adipose_vs_bone_up
Curated_gene_sets:izadpanah_...1         SET     105    -0.065212   -0.0048802      0.08908      0.76793 Curated_gene_sets:izadpanah_stem_cell_adipose_vs_bone_dn
Curated_gene_sets:zhang_brea...2         SET     398     0.038668    0.0055892     0.044008       0.1898 Curated_gene_sets:zhang_breast_cancer_progenitors_up
Curated_gene_sets:zhang_brea...1         SET     133      0.02844    0.0023935     0.072828      0.34809 Curated_gene_sets:zhang_breast_cancer_progenitors_dn
Curated_gene_sets:mishra_car...1         SET      22      0.19861    0.0068186      0.17312      0.12565 Curated_gene_sets:mishra_carcinoma_associated_fibroblast_dn
Curated_gene_sets:bernard_pp...2         SET      35     0.081637    0.0035339      0.14572      0.28767 Curated_gene_sets:bernard_ppapdc1b_targets_up
Curated_gene_sets:bernard_pp...1         SET      56   -0.0064413   -0.0003525      0.12685      0.52025 Curated_gene_sets:bernard_ppapdc1b_targets_dn
Curated_gene_sets:gaurnier_p...          SET      68    -0.048868   -0.0029459      0.11605      0.66315 Curated_gene_sets:gaurnier_psmd4_targets
Curated_gene_sets:ehlers_ane...2         SET      40      0.10426     0.004824      0.13134      0.21366 Curated_gene_sets:ehlers_aneuploidy_up
Curated_gene_sets:ehlers_ane...1         SET      12     -0.42433    -0.010762      0.27873      0.93603 Curated_gene_sets:ehlers_aneuploidy_dn
Curated_gene_sets:zheng_glio...2         SET     225    -0.017584   -0.0019201     0.058648      0.61784 Curated_gene_sets:zheng_glioblastoma_plasticity_up
Curated_gene_sets:zheng_glio...1         SET      54      0.42332      0.02275        0.128   0.00047207 Curated_gene_sets:zheng_glioblastoma_plasticity_dn
Curated_gene_sets:buckanovic...2         SET      19     0.099096    0.0031619      0.22412      0.32919 Curated_gene_sets:buckanovich_t_lymphocyte_homing_on_tumor_up
Curated_gene_sets:buckanovic...1         SET      20      0.34871     0.011415      0.22794     0.063042 Curated_gene_sets:buckanovich_t_lymphocyte_homing_on_tumor_dn
Curated_gene_sets:jones_tcof...          SET       5      0.90242     0.014777      0.43683     0.019429 Curated_gene_sets:jones_tcof1_targets
Curated_gene_sets:aujla_il22...          SET      10     -0.13736   -0.0031804      0.23666      0.71918 Curated_gene_sets:aujla_il22_and_il17a_signaling
Curated_gene_sets:zheng_il22...2         SET      55     0.047114    0.0025553      0.12497      0.35309 Curated_gene_sets:zheng_il22_signaling_up
Curated_gene_sets:zheng_il22...1         SET      30    -0.091259   -0.0036579      0.15576      0.72102 Curated_gene_sets:zheng_il22_signaling_dn
Curated_gene_sets:bochkis_fo...          SET     409     0.013538    0.0019831     0.042358      0.37463 Curated_gene_sets:bochkis_foxa2_targets
Curated_gene_sets:honma_doce...          SET      35    -0.098887   -0.0042806      0.14471      0.75279 Curated_gene_sets:honma_docetaxel_resistance
Curated_gene_sets:wilensky_r...          SET      27      0.41441      0.01576      0.15311    0.0034025 Curated_gene_sets:wilensky_response_to_darapladib
Curated_gene_sets:matzuk_ovu...          SET      17      0.38713     0.011685      0.24574     0.057592 Curated_gene_sets:matzuk_ovulation
Curated_gene_sets:matzuk_cum...          SET       7     -0.16085   -0.0031163      0.35971      0.67262 Curated_gene_sets:matzuk_cumulus_expansion
Curated_gene_sets:matzuk_fer...          SET       7      -0.7152    -0.013856      0.33897      0.98256 Curated_gene_sets:matzuk_fertilization
Curated_gene_sets:matzuk_mat...          SET       8     -0.29885   -0.0061894      0.28182      0.85552 Curated_gene_sets:matzuk_maternal_effect
Curated_gene_sets:matzuk_imp...          SET      19      0.14593    0.0046563      0.19699      0.22941 Curated_gene_sets:matzuk_implantation_and_uterine
Curated_gene_sets:matzuk_pos...          SET      13    -0.057322   -0.0015132      0.25259      0.58976 Curated_gene_sets:matzuk_postimplantation_and_postpartum
Curated_gene_sets:matzuk_ste...          SET       8     -0.56128    -0.011625      0.32734      0.95679 Curated_gene_sets:matzuk_steroidogenesis
Curated_gene_sets:matzuk_mei...          SET      38    -0.073929   -0.0033343      0.13104      0.71367 Curated_gene_sets:matzuk_meiotic_and_dna_repair
Curated_gene_sets:matzuk_cen...          SET      27      0.10842    0.0041231      0.15992       0.2489 Curated_gene_sets:matzuk_central_for_female_fertility
Curated_gene_sets:matzuk_emb...          SET      19      0.13468    0.0042975      0.21504      0.26556 Curated_gene_sets:matzuk_embryonic_germ_cell
Curated_gene_sets:matzuk_ear...          SET      12      0.33157    0.0084096      0.31071      0.14296 Curated_gene_sets:matzuk_early_antral_follicle
Curated_gene_sets:matzuk_lut...          SET       8      0.29881    0.0061886      0.28413      0.14648 Curated_gene_sets:matzuk_luteal_genes
Curated_gene_sets:matzuk_pre...          SET       9      0.04729    0.0010388      0.31721      0.44074 Curated_gene_sets:matzuk_preovulatory_follicle
Curated_gene_sets:matzuk_mal...          SET      24     0.073037    0.0026188      0.15832      0.32229 Curated_gene_sets:matzuk_male_reproduction_sertoli
Curated_gene_sets:matzuk_spe...3         SET      25    -0.023424   -0.0008572      0.16992      0.55482 Curated_gene_sets:matzuk_spermatogonia
Curated_gene_sets:matzuk_spe...2         SET      69   -0.0035756  -0.00021713     0.095879      0.51487 Curated_gene_sets:matzuk_spermatocyte
Curated_gene_sets:matzuk_spe...1         SET      36     0.016931   0.00074327      0.14325      0.45296 Curated_gene_sets:matzuk_spermatid_differentiation
Curated_gene_sets:matzuk_spe...4         SET     110      0.16699      0.01279     0.082821     0.021892 Curated_gene_sets:matzuk_spermatozoa
Curated_gene_sets:bonci_targ...          SET      92    -0.035908   -0.0025162     0.092563      0.65096 Curated_gene_sets:bonci_targets_of_mir15a_and_mir16_1
Curated_gene_sets:chung_blis...2         SET     126    -0.032853   -0.0026917     0.073559      0.67242 Curated_gene_sets:chung_blister_cytotoxicity_up
Curated_gene_sets:chung_blis...1         SET      42     0.045622     0.002163      0.13707      0.36963 Curated_gene_sets:chung_blister_cytotoxicity_dn
Curated_gene_sets:whiteford_...          SET     112     0.096788    0.0074794     0.079471      0.11164 Curated_gene_sets:whiteford_pediatric_cancer_markers
Curated_gene_sets:grade_colo...2         SET     276    0.0011887   0.00014355     0.051356      0.49077 Curated_gene_sets:grade_colon_and_rectal_cancer_up
Curated_gene_sets:grade_colo...1         SET      97    0.0080568   0.00057964     0.090792      0.46465 Curated_gene_sets:grade_colon_and_rectal_cancer_dn
Curated_gene_sets:grade_colo...4         SET      36     -0.23433    -0.010287      0.15801      0.93095 Curated_gene_sets:grade_colon_vs_rectal_cancer_up
Curated_gene_sets:grade_colo...3         SET      52     0.089193     0.004704      0.11805      0.22496 Curated_gene_sets:grade_colon_vs_rectal_cancer_dn
Curated_gene_sets:boquest_st...4         SET     242      0.09422     0.010665     0.061697     0.063373 Curated_gene_sets:boquest_stem_cell_up
Curated_gene_sets:boquest_st...3         SET     211       0.1077     0.011392     0.063941      0.04607 Curated_gene_sets:boquest_stem_cell_dn
Curated_gene_sets:boquest_st...2         SET     402    -0.017117   -0.0024863     0.045566      0.64641 Curated_gene_sets:boquest_stem_cell_cultured_vs_fresh_up
Curated_gene_sets:boquest_st...1         SET      31   -0.0089918  -0.00036636      0.17117      0.52095 Curated_gene_sets:boquest_stem_cell_cultured_vs_fresh_dn
Curated_gene_sets:nakamura_m...1         SET      42       0.2766     0.013114      0.13573     0.020792 Curated_gene_sets:nakamura_metastasis
Curated_gene_sets:nakamura_m...3         SET      38      0.15784    0.0071188      0.13415      0.11968 Curated_gene_sets:nakamura_metastasis_model_up
Curated_gene_sets:nakamura_m...2         SET      42     -0.21842    -0.010356      0.14506      0.93392 Curated_gene_sets:nakamura_metastasis_model_dn
Curated_gene_sets:gratias_re...          SET      18     -0.12716   -0.0039494      0.23231      0.70794 Curated_gene_sets:gratias_retinoblastoma_16q24
Curated_gene_sets:west_adren...6         SET     289    -0.025902   -0.0031999      0.05118       0.6936 Curated_gene_sets:west_adrenocortical_tumor_up
Curated_gene_sets:west_adren...3         SET     497     0.071934     0.011588     0.039692     0.034979 Curated_gene_sets:west_adrenocortical_tumor_dn
Curated_gene_sets:west_adren...2         SET      17     -0.35595    -0.010744      0.22777      0.94094 Curated_gene_sets:west_adrenocortical_carcinoma_vs_adenoma_up
Curated_gene_sets:west_adren...1         SET      24     0.001147   4.1127e-05      0.18241      0.49749 Curated_gene_sets:west_adrenocortical_carcinoma_vs_adenoma_dn
Curated_gene_sets:donato_cel...          SET       6      0.36143     0.006483      0.39478      0.17996 Curated_gene_sets:donato_cell_cycle_tretinoin
Curated_gene_sets:cho_nr4a1_...          SET      29    -0.052178   -0.0020563      0.15499      0.63181 Curated_gene_sets:cho_nr4a1_targets
Curated_gene_sets:bhati_g2m_...2         SET     112    0.0084933   0.00065632     0.081041      0.45827 Curated_gene_sets:bhati_g2m_arrest_by_2methoxyestradiol_up
Curated_gene_sets:bhati_g2m_...1         SET     118     0.011362   0.00090106     0.077202       0.4415 Curated_gene_sets:bhati_g2m_arrest_by_2methoxyestradiol_dn
Curated_gene_sets:climent_br...2         SET      23     -0.18083   -0.0063476      0.19367      0.82476 Curated_gene_sets:climent_breast_cancer_copy_number_up
Curated_gene_sets:climent_br...1         SET       9      0.60922     0.013382      0.34875     0.040339 Curated_gene_sets:climent_breast_cancer_copy_number_dn
Curated_gene_sets:sharma_pil...2         SET      27      0.31998     0.012168      0.18076     0.038359 Curated_gene_sets:sharma_pilocytic_astrocytoma_location_up
Curated_gene_sets:sharma_pil...1         SET       7      0.36671    0.0071045      0.36792      0.15946 Curated_gene_sets:sharma_pilocytic_astrocytoma_location_dn
Curated_gene_sets:tsuda_alve...          SET      10    -0.083139    -0.001925      0.26333      0.62389 Curated_gene_sets:tsuda_alveolar_soft_part_sarcoma
Curated_gene_sets:ray_tumori...2         SET     183    0.0021247   0.00020948     0.064983      0.48696 Curated_gene_sets:ray_tumorigenesis_by_erbb2_cdc25a_up
Curated_gene_sets:ray_tumori...1         SET     251     0.039274    0.0045263     0.054718      0.23646 Curated_gene_sets:ray_tumorigenesis_by_erbb2_cdc25a_dn
Curated_gene_sets:yague_pret...2         SET       7       -0.106   -0.0020536      0.36477      0.61432 Curated_gene_sets:yague_pretumor_drug_resistance_up
Curated_gene_sets:yague_pret...1         SET      13      0.49494     0.013065      0.27604     0.036497 Curated_gene_sets:yague_pretumor_drug_resistance_dn
Curated_gene_sets:brueckner_...2         SET     103    -0.049086   -0.0036384     0.094931      0.69744 Curated_gene_sets:brueckner_targets_of_mirlet7a3_up
Curated_gene_sets:brueckner_...1         SET      72     0.014337   0.00088923      0.10561      0.44601 Curated_gene_sets:brueckner_targets_of_mirlet7a3_dn
Curated_gene_sets:podar_resp...2         SET     133     0.060719    0.0051102     0.080564      0.22553 Curated_gene_sets:podar_response_to_adaphostin_up
Curated_gene_sets:podar_resp...1         SET      18      0.19365    0.0060145      0.21319      0.18184 Curated_gene_sets:podar_response_to_adaphostin_dn
Curated_gene_sets:lu_tumor_e...2         SET      20       0.1216    0.0039808      0.22116      0.29122 Curated_gene_sets:lu_tumor_endothelial_markers_up
Curated_gene_sets:lu_tumor_e...1         SET       4     0.053094   0.00077762      0.39498      0.44654 Curated_gene_sets:lu_tumor_endothelial_markers_dn
Curated_gene_sets:lu_tumor_a...          SET      24     -0.24003   -0.0086068      0.18123      0.90731 Curated_gene_sets:lu_tumor_angiogenesis_up
Curated_gene_sets:lin_tumor_...          SET      16     -0.14298    -0.004187      0.21185      0.75013 Curated_gene_sets:lin_tumor_escape_from_immune_attack
Curated_gene_sets:chen_hoxa5...2         SET       9    0.0035622    7.825e-05      0.33452      0.49575 Curated_gene_sets:chen_hoxa5_targets_6hr_up
Curated_gene_sets:chen_hoxa5...1         SET       5     -0.92581     -0.01516      0.37374      0.99337 Curated_gene_sets:chen_hoxa5_targets_6hr_dn
Curated_gene_sets:chen_hoxa5...4         SET     216    0.0041626   0.00044545     0.061076      0.47283 Curated_gene_sets:chen_hoxa5_targets_9hr_up
Curated_gene_sets:chen_hoxa5...3         SET      39      -0.1121   -0.0051217      0.14082      0.78698 Curated_gene_sets:chen_hoxa5_targets_9hr_dn
Curated_gene_sets:lin_npas4_...2         SET     163    -0.069548   -0.0064746     0.067006      0.85034 Curated_gene_sets:lin_npas4_targets_up
Curated_gene_sets:lin_npas4_...1         SET      67    -0.062579   -0.0037448      0.11118      0.71323 Curated_gene_sets:lin_npas4_targets_dn
Curated_gene_sets:cadwell_at...2         SET      95    0.0033237   0.00023665     0.091395       0.4855 Curated_gene_sets:cadwell_atg16l1_targets_up
Curated_gene_sets:cadwell_at...1         SET      59     0.095808    0.0053812      0.11123      0.19452 Curated_gene_sets:cadwell_atg16l1_targets_dn
Curated_gene_sets:bredemeyer...2         SET      59       0.1575    0.0088464      0.11643     0.088082 Curated_gene_sets:bredemeyer_rag_signaling_not_via_atm_up
Curated_gene_sets:bredemeyer...1         SET      55     0.050332    0.0027298      0.11494      0.33073 Curated_gene_sets:bredemeyer_rag_signaling_not_via_atm_dn
Curated_gene_sets:bredemeyer...4         SET      48     0.042011     0.002129      0.12667      0.37008 Curated_gene_sets:bredemeyer_rag_signaling_via_atm_not_via_nfkb_up
Curated_gene_sets:bredemeyer...3         SET      37     0.011231   0.00049986      0.15605      0.47131 Curated_gene_sets:bredemeyer_rag_signaling_via_atm_not_via_nfkb_dn
Curated_gene_sets:conrad_ste...          SET      36      0.27873     0.012236       0.1487     0.030444 Curated_gene_sets:conrad_stem_cell
Curated_gene_sets:conrad_ger...          SET       9     0.076531    0.0016811      0.28001      0.39231 Curated_gene_sets:conrad_germline_stem_cell
Curated_gene_sets:thum_mir21...2         SET      17     0.016229   0.00048986       0.2157      0.47001 Curated_gene_sets:thum_mir21_targets_heart_disease_up
Curated_gene_sets:thum_mir21...1         SET       8     0.020294   0.00042029       0.3604      0.47755 Curated_gene_sets:thum_mir21_targets_heart_disease_dn
Curated_gene_sets:kuuselo_pa...          SET      33      0.41126     0.017288      0.26629     0.061251 Curated_gene_sets:kuuselo_pancreatic_cancer_19q13_amplification
Curated_gene_sets:huang_dasa...2         SET      78    -0.083523   -0.0053912      0.10892      0.77841 Curated_gene_sets:huang_dasatinib_resistance_up
Curated_gene_sets:huang_dasa...1         SET      68      0.28244     0.017027      0.10843    0.0046018 Curated_gene_sets:huang_dasatinib_resistance_dn
Curated_gene_sets:matthews_s...          SET      16     0.037696    0.0011038      0.21537      0.43053 Curated_gene_sets:matthews_skin_carcinogenesis_via_jun
Curated_gene_sets:matthews_a...          SET      16      0.26628    0.0077975       0.2336      0.12717 Curated_gene_sets:matthews_ap1_targets
Curated_gene_sets:qi_plasmac...2         SET     243    -0.015786   -0.0017904     0.057299      0.60853 Curated_gene_sets:qi_plasmacytoma_up
Curated_gene_sets:qi_plasmac...1         SET      93     0.013801   0.00097234     0.087966      0.43767 Curated_gene_sets:qi_plasmacytoma_dn
Curated_gene_sets:taylor_met...          SET      77    -0.038316   -0.0024574      0.10462      0.64291 Curated_gene_sets:taylor_methylated_in_acute_lymphoblastic_leukemia
Curated_gene_sets:chng_multi...2         SET      52      0.12497    0.0065909      0.10875      0.12525 Curated_gene_sets:chng_multiple_myeloma_hyperploid_up
Curated_gene_sets:chng_multi...1         SET      30    -0.010403  -0.00041697      0.14346       0.5289 Curated_gene_sets:chng_multiple_myeloma_hyperploid_dn
Curated_gene_sets:huper_brea...2         SET      52     -0.11013   -0.0058083       0.1325      0.79707 Curated_gene_sets:huper_breast_basal_vs_luminal_up
Curated_gene_sets:huper_brea...1         SET      55    -0.055762   -0.0030242      0.12685      0.66988 Curated_gene_sets:huper_breast_basal_vs_luminal_dn
Curated_gene_sets:maloney_re...2         SET      37    -0.054696   -0.0024343      0.13784      0.65425 Curated_gene_sets:maloney_response_to_17aag_up
Curated_gene_sets:maloney_re...1         SET      74     -0.19141    -0.012035     0.098418      0.97409 Curated_gene_sets:maloney_response_to_17aag_dn
Curated_gene_sets:cui_glucos...          SET      61      0.20346     0.011619      0.11684     0.040819 Curated_gene_sets:cui_glucose_deprivation
Curated_gene_sets:blum_respo...2         SET     236     0.043856    0.0049029     0.054209      0.20926 Curated_gene_sets:blum_response_to_salirasib_up
Curated_gene_sets:blum_respo...1         SET     319     0.081802     0.010608     0.048106     0.044533 Curated_gene_sets:blum_response_to_salirasib_dn
