# MEAN_SAMPLE_SIZE = 24564
# TOTAL_GENES = 17778
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:ginestier_...2         SET      73    0.0042444   0.00027143      0.10944      0.48453 Curated_gene_sets:ginestier_breast_cancer_20q13_amplification_up
Curated_gene_sets:ginestier_...1         SET     155    0.0066215   0.00061559     0.071305      0.46301 Curated_gene_sets:ginestier_breast_cancer_20q13_amplification_dn
Curated_gene_sets:oswald_hem...2         SET     209     -0.09391    -0.010123     0.066293      0.92169 Curated_gene_sets:oswald_hematopoietic_stem_cell_in_collagen_gel_up
Curated_gene_sets:oswald_hem...1         SET     248    0.0032991   0.00038694     0.057127      0.47697 Curated_gene_sets:oswald_hematopoietic_stem_cell_in_collagen_gel_dn
Curated_gene_sets:gargalovic...24        SET      28      0.15605    0.0061882      0.18765      0.20282 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_yellow_up
Curated_gene_sets:gargalovic...23        SET      22     -0.37006     -0.01301      0.20144      0.96689 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_yellow_dn
Curated_gene_sets:gargalovic...22        SET      71    0.0056203   0.00035448      0.11094       0.4798 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_turquoise_up
Curated_gene_sets:gargalovic...21        SET      50     -0.17332   -0.0091792      0.12674      0.91427 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_turquoise_dn
Curated_gene_sets:gargalovic...18        SET      13      0.10795    0.0029181      0.26098      0.33958 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_red_up
Curated_gene_sets:gargalovic...17        SET      24      0.13063    0.0047966       0.1899      0.24577 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_red_dn
Curated_gene_sets:gargalovic...14        SET      25     0.044258    0.0016585      0.17782      0.40172 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_magenta_up
Curated_gene_sets:gargalovic...13        SET      10    -0.082744   -0.0019619      0.25737      0.62608 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_magenta_dn
Curated_gene_sets:gargalovic...12        SET       9    -0.086674   -0.0019497      0.31423      0.60866 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_lightyellow_up
Curated_gene_sets:gargalovic...8         SET      24      0.12207    0.0044822      0.21082      0.28129 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_green_up
Curated_gene_sets:gargalovic...7         SET      22       0.1502    0.0052806      0.20082      0.22726 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_green_dn
Curated_gene_sets:gargalovic...4         SET     123     0.081967    0.0067944     0.083403      0.16286 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_blue_up
Curated_gene_sets:gargalovic...3         SET      55      -0.2557    -0.014201      0.12295      0.98121 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_blue_dn
Curated_gene_sets:gargalovic...2         SET      30      0.13451    0.0055211      0.17332      0.21886 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_black_up
Curated_gene_sets:gargalovic...1         SET      10     -0.71465    -0.016945      0.27041      0.99589 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_black_dn
Curated_gene_sets:gargalovic...10        SET      16    -0.060612   -0.0018176      0.23486      0.60182 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_grey_up
Curated_gene_sets:gargalovic...9         SET      67    -0.049541   -0.0030357       0.1227       0.6568 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_grey_dn
Curated_gene_sets:takeda_tar...8         SET      80    -0.079471   -0.0053192      0.10816      0.76875 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_6hr_up
Curated_gene_sets:takeda_tar...7         SET      43   -0.0031207  -0.00015329      0.14248      0.50874 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_6hr_dn
Curated_gene_sets:takeda_tar...6         SET     164    -0.062423    -0.005968     0.077766      0.78892 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_3d_up
Curated_gene_sets:takeda_tar...5         SET      27     -0.21814   -0.0084947      0.17068      0.89937 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_3d_dn
Curated_gene_sets:takeda_tar...10        SET     142    -0.066529   -0.0059222     0.080438       0.7959 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_8d_up
Curated_gene_sets:takeda_tar...9         SET     164      0.00169   0.00016157       0.0738      0.49087 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_8d_dn
Curated_gene_sets:takeda_tar...2         SET     174    -0.054969   -0.0054117     0.075511      0.76668 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_10d_up
Curated_gene_sets:takeda_tar...1         SET     126    -0.083387   -0.0069954     0.086632      0.83211 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_10d_dn
Curated_gene_sets:takeda_tar...4         SET     156  -0.00085883  -8.0098e-05      0.08019      0.50427 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_16d_up
Curated_gene_sets:takeda_tar...3         SET     104     0.042765    0.0032614     0.090465      0.31821 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_16d_dn
Curated_gene_sets:lopez_meso...2         SET      10      0.14957    0.0035465       0.3072      0.31317 Curated_gene_sets:lopez_mesotelioma_survival_time_up
Curated_gene_sets:lopez_meso...1         SET       7     -0.60653    -0.012033      0.30624      0.97617 Curated_gene_sets:lopez_mesotelioma_survival_time_dn
Curated_gene_sets:bogni_trea...2         SET      26   0.00041488   1.5855e-05      0.16294      0.49898 Curated_gene_sets:bogni_treatment_related_myeloid_leukemia_up
Curated_gene_sets:bogni_trea...1         SET      29    -0.026455   -0.0010677      0.15688      0.56696 Curated_gene_sets:bogni_treatment_related_myeloid_leukemia_dn
Curated_gene_sets:bilban_b_c...2         SET      51      0.20826     0.011139       0.1245     0.047199 Curated_gene_sets:bilban_b_cll_lpl_up
Curated_gene_sets:bilban_b_c...1         SET      38  -0.00050508  -2.3327e-05      0.14475      0.50139 Curated_gene_sets:bilban_b_cll_lpl_dn
Curated_gene_sets:hoebeke_ly...2         SET      86     0.072362    0.0050209     0.099565      0.23368 Curated_gene_sets:hoebeke_lymphoid_stem_cell_up
Curated_gene_sets:hoebeke_ly...1         SET      78     -0.15722    -0.010391      0.10397      0.93474 Curated_gene_sets:hoebeke_lymphoid_stem_cell_dn
Curated_gene_sets:pepper_chr...2         SET      29      0.13292     0.005364      0.17894       0.2288 Curated_gene_sets:pepper_chronic_lymphocytic_leukemia_up
Curated_gene_sets:pepper_chr...1         SET      18    -0.028628  -0.00091049      0.23353      0.54878 Curated_gene_sets:pepper_chronic_lymphocytic_leukemia_dn
Curated_gene_sets:akl_htlv1_...2         SET      25     0.038229    0.0014326      0.17715      0.41457 Curated_gene_sets:akl_htlv1_infection_up
Curated_gene_sets:akl_htlv1_...1         SET      61    -0.055704   -0.0032574      0.12404      0.67331 Curated_gene_sets:akl_htlv1_infection_dn
Curated_gene_sets:rhein_all_...2         SET      63      0.14257    0.0084721      0.12303      0.12328 Curated_gene_sets:rhein_all_glucocorticoid_therapy_up
Curated_gene_sets:rhein_all_...1         SET     324   -0.0010227   -0.0001368     0.050044      0.50815 Curated_gene_sets:rhein_all_glucocorticoid_therapy_dn
Curated_gene_sets:mullighan_...6         SET     234     0.065199     0.007431     0.059324      0.13588 Curated_gene_sets:mullighan_npm1_mutated_signature_1_up
Curated_gene_sets:mullighan_...5         SET     107    -0.043824   -0.0033897     0.084593      0.69779 Curated_gene_sets:mullighan_npm1_mutated_signature_1_dn
Curated_gene_sets:mullighan_...8         SET     115   -0.0028542  -0.00022882     0.086892       0.5131 Curated_gene_sets:mullighan_npm1_mutated_signature_2_up
Curated_gene_sets:mullighan_...7         SET      69     0.036388    0.0022626      0.10455      0.36391 Curated_gene_sets:mullighan_npm1_mutated_signature_2_dn
Curated_gene_sets:mullighan_...2         SET     348    -0.096631    -0.013387     0.047383      0.97928 Curated_gene_sets:mullighan_mll_signature_1_up
Curated_gene_sets:mullighan_...1         SET     205     0.019312    0.0020619     0.063624      0.38074 Curated_gene_sets:mullighan_mll_signature_1_dn
Curated_gene_sets:mullighan_...4         SET     382     -0.07735    -0.011216     0.046155      0.95311 Curated_gene_sets:mullighan_mll_signature_2_up
Curated_gene_sets:mullighan_...3         SET     245     0.046425    0.0054125     0.059953      0.21936 Curated_gene_sets:mullighan_mll_signature_2_dn
Curated_gene_sets:mullighan_...10        SET     290     0.042254    0.0053526     0.052527      0.21058 Curated_gene_sets:mullighan_npm1_signature_3_up
Curated_gene_sets:mullighan_...9         SET     140    -0.046578   -0.0041172     0.076567      0.72851 Curated_gene_sets:mullighan_npm1_signature_3_dn
Curated_gene_sets:tonks_targ...11        SET      13     -0.18247   -0.0049326      0.27726      0.74477 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_granulocyte_up
Curated_gene_sets:tonks_targ...10        SET       7     0.054026    0.0010719       0.3675      0.44156 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_granulocyte_dn
Curated_gene_sets:tonks_targ...6         SET     159    -0.039064   -0.0036778     0.073901      0.70145 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_hsc_up
Curated_gene_sets:tonks_targ...5         SET     176    -0.036391    -0.003603     0.071024       0.6958 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_hsc_dn
Curated_gene_sets:tonks_targ...4         SET      46      0.14062    0.0071438      0.14594      0.16765 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_granulocyte_up
Curated_gene_sets:tonks_targ...3         SET      15     -0.20412   -0.0059268      0.23953      0.80293 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_granulocyte_dn
Curated_gene_sets:tonks_targ...8         SET     184     0.087443      0.00885     0.066456     0.094129 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_monocyte_up
Curated_gene_sets:tonks_targ...7         SET      53    0.0063924   0.00034852      0.13286      0.48081 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_monocyte_dn
Curated_gene_sets:tonks_targ...2         SET     139     -0.14484    -0.012757     0.082874      0.95973 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_erythrocyte_up
Curated_gene_sets:tonks_targ...1         SET      15     0.060288    0.0017505      0.24176      0.40154 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_erythrocyte_dn
Curated_gene_sets:tonks_targ...13        SET      20      0.33744     0.011312      0.20157     0.047067 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_monocyte_up
Curated_gene_sets:tonks_targ...12        SET      10      0.20629    0.0048914      0.32311      0.26159 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_monocyte_dn
Curated_gene_sets:tonks_targ...9         SET      36    -0.032598   -0.0014655      0.15003        0.586 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustainded_in_erythrocyte_up
Curated_gene_sets:lopez_meso...8         SET      11     -0.29601    -0.007361      0.28651      0.84922 Curated_gene_sets:lopez_mesothelioma_survival_worst_vs_best_up
Curated_gene_sets:lopez_meso...7         SET       7     -0.24745   -0.0049093      0.32589      0.77616 Curated_gene_sets:lopez_mesothelioma_survival_worst_vs_best_dn
Curated_gene_sets:papaspyrid...2         SET      48      0.28171     0.014619      0.13469     0.018244 Curated_gene_sets:papaspyridonos_unstable_aterosclerotic_plaque_up
Curated_gene_sets:papaspyrid...1         SET      36     0.049278    0.0022153       0.1577      0.37734 Curated_gene_sets:papaspyridonos_unstable_aterosclerotic_plaque_dn
Curated_gene_sets:dittmer_pt...2         SET      97      0.10491    0.0077284      0.08958      0.12078 Curated_gene_sets:dittmer_pthlh_targets_up
Curated_gene_sets:dittmer_pt...1         SET      64     0.072447    0.0043391      0.11139      0.25772 Curated_gene_sets:dittmer_pthlh_targets_dn
Curated_gene_sets:udayakumar...2         SET     123    -0.088684   -0.0073512      0.07904      0.86906 Curated_gene_sets:udayakumar_med1_targets_up
Curated_gene_sets:udayakumar...1         SET     206    -0.034194   -0.0036595     0.064251       0.7027 Curated_gene_sets:udayakumar_med1_targets_dn
Curated_gene_sets:odonnell_t...4         SET     333    -0.082626    -0.011202     0.051359      0.94616 Curated_gene_sets:odonnell_tfrc_targets_up
Curated_gene_sets:odonnell_t...3         SET     111     -0.12101   -0.0095324     0.082578      0.92859 Curated_gene_sets:odonnell_tfrc_targets_dn
Curated_gene_sets:odonnell_t...2         SET      70    -0.097289   -0.0060929       0.1094      0.81308 Curated_gene_sets:odonnell_targets_of_myc_and_tfrc_up
Curated_gene_sets:odonnell_t...1         SET      38     -0.31307    -0.014459      0.12957      0.99215 Curated_gene_sets:odonnell_targets_of_myc_and_tfrc_dn
Curated_gene_sets:senese_hda...4         SET     390     0.025353    0.0037138     0.046782      0.29393 Curated_gene_sets:senese_hdac1_targets_up
Curated_gene_sets:senese_hda...3         SET     219   -0.0076913   -0.0008484     0.062754      0.54877 Curated_gene_sets:senese_hdac1_targets_dn
Curated_gene_sets:senese_hda...2         SET     206     0.016998    0.0018191     0.066207      0.39869 Curated_gene_sets:senese_hdac1_and_hdac2_targets_up
Curated_gene_sets:senese_hda...1         SET     198      0.12569     0.013191      0.06842     0.033105 Curated_gene_sets:senese_hdac1_and_hdac2_targets_dn
Curated_gene_sets:senese_hda...6         SET     103     0.039218    0.0029765     0.089812      0.33118 Curated_gene_sets:senese_hdac2_targets_up
Curated_gene_sets:senese_hda...5         SET     103      0.17699     0.013433      0.09789     0.035309 Curated_gene_sets:senese_hdac2_targets_dn
Curated_gene_sets:senese_hda...8         SET     424    0.0093392     0.001425     0.045975      0.41951 Curated_gene_sets:senese_hdac3_targets_up
Curated_gene_sets:senese_hda...7         SET     480     0.081542     0.013217     0.042347     0.027087 Curated_gene_sets:senese_hdac3_targets_dn
Curated_gene_sets:lee_neural...2         SET     127    -0.062897   -0.0052972      0.08695      0.76527 Curated_gene_sets:lee_neural_crest_stem_cell_up
Curated_gene_sets:lee_neural...1         SET     100    -0.017036   -0.0012741     0.098658      0.56855 Curated_gene_sets:lee_neural_crest_stem_cell_dn
Curated_gene_sets:hummel_bur...2         SET      39    -0.095278   -0.0044578      0.15306      0.73319 Curated_gene_sets:hummel_burkitts_lymphoma_up
Curated_gene_sets:hummel_bur...1         SET      15     -0.58187    -0.016895      0.25903      0.98765 Curated_gene_sets:hummel_burkitts_lymphoma_dn
Curated_gene_sets:tien_intes...4         SET      28     -0.36011     -0.01428      0.17345      0.98105 Curated_gene_sets:tien_intestine_probiotics_2hr_up
Curated_gene_sets:tien_intes...3         SET      77      0.29841     0.019597      0.10778    0.0028157 Curated_gene_sets:tien_intestine_probiotics_2hr_dn
Curated_gene_sets:tien_intes...6         SET      45     -0.15515   -0.0077961      0.13544        0.874 Curated_gene_sets:tien_intestine_probiotics_6hr_up
Curated_gene_sets:tien_intes...5         SET     151      0.12901      0.01184     0.076999     0.046923 Curated_gene_sets:tien_intestine_probiotics_6hr_dn
Curated_gene_sets:tien_intes...2         SET     504    0.0053224   0.00088338     0.039672      0.44664 Curated_gene_sets:tien_intestine_probiotics_24hr_up
Curated_gene_sets:tien_intes...1         SET     191     -0.13201    -0.013609     0.066196      0.97693 Curated_gene_sets:tien_intestine_probiotics_24hr_dn
